"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.445526671E1,2.013055384E-1,-2.676873505E-1,-1.694830954E-1,3.753730905E-1
1.446520971E1,2.196539193E-1,-1.926676929E-1,-1.793743372E-1,3.428466669E-1
1.447515271E1,2.529211044E-1,-9.699898213E-2,-1.777779758E-1,3.240106422E-1
1.448509471E1,2.983591557E-1,-2.613332868E-2,-1.683325469E-1,3.435651074E-1
1.449503771E1,3.399627209E-1,3.960763291E-2,-1.371078938E-1,3.687031200E-1
1.450498071E1,3.727041483E-1,9.123460948E-2,-1.051132083E-1,3.978453502E-1
1.451492271E1,4.014324546E-1,1.336820275E-1,-8.001738787E-2,4.306061802E-1
1.452486571E1,4.329957068E-1,1.403913349E-1,-5.708890036E-2,4.587528219E-1
1.453480871E1,4.625632465E-1,9.548162669E-2,-5.532781035E-2,4.755445979E-1
1.454475071E1,4.880606234E-1,3.492560610E-2,-5.806314200E-2,4.927416144E-1
1.455469371E1,4.836838841E-1,-2.448185533E-2,-6.543961912E-2,4.887042099E-1
1.456463671E1,4.512540400E-1,-4.643721879E-2,-8.161619306E-2,4.609206297E-1
1.457457871E1,3.578975499E-1,-7.416945416E-3,-7.603409886E-2,3.659601774E-1
1.458452171E1,2.393107265E-1,7.565157115E-2,-6.889069825E-2,2.602666178E-1
1.459446471E1,9.059447795E-2,1.686556488E-1,-6.010541320E-2,2.006607785E-1
1.460440671E1,-4.169671237E-2,1.907961071E-1,-5.147117376E-2,2.019679480E-1
1.461434971E1,-1.322894990E-1,1.672108024E-1,-4.880812764E-2,2.187285929E-1
1.462429271E1,-1.744209677E-1,9.925145656E-2,-7.425702363E-2,2.139804457E-1
1.463423471E1,-1.755882800E-1,4.016302060E-3,-8.856970817E-2,1.967027401E-1
1.464417771E1,-1.510091722E-1,-4.684980959E-2,-7.082479447E-2,1.732478752E-1
1.465412071E1,-1.138165221E-1,-6.403934211E-2,-3.873604536E-2,1.362193791E-1
1.466406271E1,-9.715658426E-2,-4.616500065E-2,-4.592191894E-3,1.076647453E-1
1.467400571E1,-1.023867056E-1,1.778050512E-2,1.971394196E-2,1.057725075E-1
1.468394871E1,-1.322143823E-1,7.090044767E-2,3.915475309E-2,1.550503501E-1
1.469389071E1,-1.955352575E-1,1.144900694E-1,5.529163778E-2,2.332363139E-1
1.470383371E1,-2.724979520E-1,1.353397071E-1,5.804427713E-2,3.097436170E-1
1.471377671E1,-3.222793043E-1,1.099886969E-1,4.780267552E-2,3.438699742E-1
1.472371871E1,-3.279662132E-1,3.279617429E-2,1.103907079E-2,3.297867298E-1
1.473366171E1,-2.983682454E-1,-6.977995485E-2,-2.291932516E-2,3.072753609E-1
1.474360371E1,-2.541221976E-1,-1.560884714E-1,-1.641748473E-2,2.986825004E-1
1.475354671E1,-2.252073884E-1,-2.053214461E-1,6.249110214E-3,3.048184958E-1
1.476348971E1,-2.166583836E-1,-1.965812296E-1,3.060931154E-2,2.941461626E-1
1.477343171E1,-2.268951833E-1,-1.538035721E-1,4.031717032E-2,2.770603494E-1
1.478337471E1,-2.606603205E-1,-8.335789293E-2,4.574416205E-2,2.774614737E-1
1.479331771E1,-2.943674922E-1,-9.785500355E-3,4.733528942E-2,2.983095810E-1
1.480325971E1,-3.400537372E-1,7.043024898E-2,4.111547396E-2,3.496962201E-1
1.481320271E1,-3.734432459E-1,1.235810816E-1,2.931869030E-2,3.944511722E-1
1.482314571E1,-3.789133728E-1,1.359442770E-1,4.266334698E-3,4.025846397E-1
1.483308771E1,-3.529814482E-1,8.255224675E-2,-1.792030223E-2,3.629489130E-1
1.484303071E1,-2.829797268E-1,5.794087425E-3,-2.017653175E-2,2.837572724E-1
1.485297371E1,-2.092719823E-1,-4.890564084E-2,-8.692182600E-3,2.150862114E-1
1.486291571E1,-1.569403261E-1,-5.316590145E-2,9.226897731E-3,1.659578702E-1
1.487285871E1,-1.291606724E-1,-2.279961668E-2,2.205427922E-2,1.329988461E-1
1.488280171E1,-1.328949630E-1,4.453334957E-2,3.117027879E-2,1.435822994E-1
1.489274371E1,-1.474028230E-1,1.121691167E-1,2.847525664E-2,1.874042241E-1
1.490268671E1,-1.661906242E-1,1.543421298E-1,2.301391400E-2,2.279702982E-1
1.491262658E1,-1.869834960E-1,1.850947291E-1,2.417974919E-2,2.642111783E-1
1.492256858E1,-2.007416487E-1,1.809412539E-1,9.900409728E-3,2.704347703E-1
1.493251158E1,-2.024583071E-1,1.474023014E-1,-8.098085411E-3,2.505641307E-1
1.494245458E1,-1.926930249E-1,8.840583265E-2,-2.758762985E-2,2.137925873E-1
1.495239658E1,-1.863064021E-1,4.596681893E-2,-2.801555209E-2,1.939275511E-1
1.496233958E1,-1.884830147E-1,3.003951721E-2,-2.440110967E-2,1.924152634E-1
1.497228258E1,-1.955916286E-1,5.361104757E-2,-2.617994137E-2,2.044886767E-1
1.498222458E1,-2.083007693E-1,9.327270091E-2,-3.017787822E-2,2.302166622E-1
1.499216758E1,-2.202080339E-1,1.317360103E-1,-2.800473757E-2,2.581283013E-1
1.500211058E1,-2.384323180E-1,1.649418920E-1,-1.678750291E-2,2.904093977E-1
1.501205258E1,-2.767648697E-1,2.109686583E-1,7.052265108E-3,3.480751389E-1
1.502199558E1,-3.136259615E-1,2.517965138E-1,1.812036335E-2,4.026053597E-1
1.503193858E1,-3.638293743E-1,2.866485715E-1,2.451971918E-2,4.638323337E-1
1.504188058E1,-4.105257988E-1,3.196975887E-1,2.249065787E-2,5.208107232E-1
1.505182358E1,-4.533340037E-1,3.570523858E-1,1.250706054E-2,5.771954190E-1
1.506176658E1,-5.017691851E-1,3.966656029E-1,-6.644796114E-3,6.396562115E-1
1.507170858E1,-5.501465201E-1,5.423177481E-1,-2.440201119E-2,7.728940365E-1
1.508165158E1,-5.994621515E-1,5.934088826E-1,-5.112097412E-2,8.450457544E-1
1.509159458E1,-6.490160227E-1,6.594687104E-1,-5.620617419E-2,9.269735227E-1
1.510153658E1,-6.874997616E-1,7.926483750E-1,-5.226895958E-2,1.050561475E0
1.511147958E1,-7.259251475E-1,9.187623262E-1,-5.489046127E-2,1.172222033E0
1.512142258E1,-7.593587041E-1,1.078610897E0,-6.468610466E-2,1.320685958E0
1.513136458E1,-7.883731127E-1,1.275778890E0,-7.312331349E-2,1.501496240E0
1.514130758E1,-8.038175702E-1,1.427925229E0,-7.474278659E-2,1.640329123E0
1.515124958E1,-7.878752947E-1,1.482831359E0,-6.891712546E-2,1.680561183E0
1.516119258E1,-7.576431036E-1,1.449090123E0,-4.266395420E-2,1.635758378E0
1.517113558E1,-7.173306346E-1,1.362521887E0,-7.871143520E-3,1.539834759E0
1.518107758E1,-6.675201654E-1,1.249859810E0,1.734612510E-3,1.416945914E0
1.519102058E1,-6.162282228E-1,1.103198051E0,1.647686772E-2,1.263746276E0
1.520096358E1,-5.685530901E-1,9.654636383E-1,2.963075228E-2,1.120825872E0
1.521090558E1,-5.291776657E-1,8.434961438E-1,6.074083038E-3,9.957668608E-1
1.522084858E1,-5.023585558E-1,7.562541962E-1,-2.302121744E-2,9.081929884E-1
1.523079158E1,-4.780559838E-1,7.295827270E-1,-3.812863678E-2,8.730877803E-1
1.524073358E1,-4.754958749E-1,7.261898518E-1,-4.185999185E-2,8.690226043E-1
1.525067658E1,-4.753192365E-1,7.415971160E-1,-5.179427564E-2,8.823702772E-1
1.526061958E1,-4.605757296E-1,7.353820801E-1,-7.304629683E-2,8.707769909E-1
1.527056158E1,-4.427309632E-1,7.065811157E-1,-8.699487150E-2,8.383529606E-1
1.528050458E1,-4.252542257E-1,6.524712443E-1,-9.585573524E-2,7.846962490E-1
1.529044758E1,-4.145492315E-1,5.961350203E-1,-9.491527826E-2,7.322820070E-1
1.530038958E1,-4.256561995E-1,4.983027279E-1,-8.812741190E-2,6.612527879E-1
1.531033258E1,-4.676688015E-1,3.783532679E-1,-8.201961219E-2,6.071182093E-1
1.532027558E1,-5.512340069E-1,3.028912842E-1,-8.525454998E-2,6.347207250E-1
1.533021758E1,-6.504815221E-1,3.088954985E-1,-1.120281667E-1,7.287612433E-1
1.534016058E1,-7.292570472E-1,3.379354179E-1,-1.661545187E-1,8.207457046E-1
1.535010358E1,-7.656675577E-1,3.440392911E-1,-2.116101384E-1,8.656723938E-1
1.536004558E1,-7.662694454E-1,3.098264635E-1,-2.452607751E-1,8.621566843E-1
1.536998858E1,-7.622632980E-1,2.890215218E-1,-2.650950551E-1,8.572363524E-1
1.537993158E1,-7.809605598E-1,3.027112186E-1,-2.797216773E-1,8.830502220E-1
1.538987358E1,-8.199936748E-1,3.035919964E-1,-2.919177115E-1,9.218316968E-1
1.539981658E1,-8.725021482E-1,2.509559393E-1,-3.165607452E-1,9.614830146E-1
1.540975958E1,-9.545713663E-1,1.286046952E-1,-3.318448961E-1,1.018757427E0
1.541970158E1,-1.083140254E0,-2.804617025E-2,-3.532830775E-1,1.139643949E0
1.542964458E1,-1.256791949E0,-1.919631362E-1,-4.184119999E-1,1.338448524E0
1.543958758E1,-1.438802004E0,-3.089214563E-1,-5.245152712E-1,1.562273965E0
1.544952958E1,-1.619187117E0,-3.708142638E-1,-6.451122165E-1,1.781976405E0
1.545947258E1,-1.796359777E0,-4.757896662E-1,-7.375310659E-1,1.999308963E0
1.546941558E1,-1.964242220E0,-6.560916305E-1,-8.364925385E-1,2.233477892E0
1.547935758E1,-2.134984016E0,-9.434751868E-1,-8.486541510E-1,2.483649743E0
1.548930058E1,-2.313462734E0,-1.301065922E0,-8.003001213E-1,2.772248661E0
1.549924358E1,-2.523476362E0,-1.641823530E0,-7.582786083E-1,3.104594000E0
1.550918558E1,-2.746673107E0,-1.913300753E0,-7.453702092E-1,3.429359951E0
1.551912858E1,-2.974762201E0,-2.085643053E0,-7.690539360E-1,3.713564468E0
1.552907158E1,-3.189641476E0,-2.184731245E0,-7.959638238E-1,3.947204297E0
1.553901358E1,-3.369422913E0,-2.183393240E0,-7.862877846E-1,4.091266953E0
1.554895658E1,-3.445404053E0,-2.067081451E0,-7.988063097E-1,4.096550541E0
1.555889958E1,-3.373455048E0,-1.956307650E0,-7.975050807E-1,3.980370954E0
1.556884158E1,-3.142736912E0,-1.852339864E0,-8.064007759E-1,3.736072869E0
1.557878458E1,-2.775899649E0,-1.814863563E0,-7.970861197E-1,3.410966856E0
1.558872758E1,-2.310406208E0,-1.798992157E0,-7.644582987E-1,3.026342036E0
1.559866958E1,-1.789403677E0,-1.772399426E0,-6.832217574E-1,2.609627792E0
1.560861258E1,-1.310277104E0,-1.598153353E0,-5.326671004E-1,2.134163646E0
1.561855558E1,-8.980794549E-1,-1.266909838E0,-3.334741294E-1,1.588336312E0
1.562849758E1,-5.395537019E-1,-9.150570631E-1,-1.516059935E-1,1.073047997E0
1.563844058E1,-2.677051425E-1,-5.356817842E-1,-2.874532156E-2,5.995392487E-1
1.564838358E1,-7.821214199E-2,-2.350740284E-1,7.119118422E-2,2.577695146E-1
1.565832558E1,3.748143092E-2,-1.097744331E-1,1.513781697E-1,1.907108651E-1
1.566826858E1,8.149852604E-2,-1.648082435E-1,2.255641520E-1,2.910033566E-1
1.567821158E1,9.556613863E-2,-3.895659745E-1,2.779943347E-1,4.880321562E-1
1.568815358E1,8.239015937E-2,-6.961594224E-1,2.826303244E-1,7.558478551E-1
1.569809658E1,7.237587124E-2,-1.075084329E0,2.533211708E-1,1.106894844E0
1.570803958E1,7.899706066E-2,-1.502900243E0,2.336550951E-1,1.523005049E0
1.571798158E1,9.587085247E-2,-1.928400397E0,1.657849699E-1,1.937886470E0
1.572792458E1,8.820436895E-2,-2.213565350E0,8.345647156E-2,2.216893446E0
1.573786758E1,5.808747932E-2,-2.281330347E0,5.744405091E-2,2.282792616E0
1.574780958E1,2.009956911E-2,-2.381242037E0,8.988723159E-2,2.383022733E0
1.575775258E1,3.685976379E-3,-2.606616497E0,1.358808130E-1,2.610158375E0
1.576769558E1,3.733588755E-2,-2.957567215E0,8.563021570E-2,2.959042131E0
1.577763758E1,7.748544216E-2,-3.372787714E0,-5.286987498E-2,3.374091905E0
1.578758058E1,9.930596501E-2,-3.684748173E0,-2.204680443E-1,3.692673412E0
1.579752358E1,3.488090262E-2,-3.707283020E0,-3.229046464E-1,3.721482430E0
1.580746558E1,-7.512795739E-3,-3.557005882E0,-3.383581042E-1,3.573070598E0
1.581740858E1,-6.424628198E-3,-3.212729216E0,-2.273905426E-1,3.220772694E0
1.582735158E1,9.371502697E-2,-2.746794939E0,-1.252804697E-2,2.748421710E0
1.583729358E1,3.134918511E-1,-2.197917938E0,2.416059822E-1,2.233269768E0
1.584723658E1,5.812291503E-1,-1.744530201E0,4.317909777E-1,1.888824077E0
1.585717958E1,8.128767610E-1,-1.491923332E0,5.179532766E-1,1.776198034E0
1.586712158E1,1.019329309E0,-1.337903023E0,5.237608552E-1,1.761630544E0
1.587706458E1,1.217940688E0,-1.255702734E0,4.494157732E-1,1.806140474E0
1.588700758E1,1.441288829E0,-1.353179932E0,2.851099372E-1,1.997422612E0
1.589694958E1,1.696887851E0,-1.412484050E0,7.403176278E-2,2.209076792E0
1.590689179E1,1.963912725E0,-1.425887704E0,-1.569705158E-1,2.432025633E0
1.591683479E1,2.246058226E0,-1.518812537E0,-3.575286269E-1,2.734848404E0
1.592677679E1,2.534553766E0,-1.665147781E0,-5.197255015E-1,3.076815647E0
1.593671979E1,2.816580057E0,-1.740843058E0,-6.417366266E-1,3.372756094E0
1.594666279E1,3.066871166E0,-1.660037160E0,-7.282686830E-1,3.562554897E0
1.595660479E1,3.275475264E0,-1.507237792E0,-7.760849595E-1,3.688198995E0
1.596654779E1,3.467744112E0,-1.267747164E0,-7.791208029E-1,3.773521078E0
1.597649079E1,3.648317337E0,-1.019806027E0,-7.349514961E-1,3.858805181E0
1.598643279E1,3.817976475E0,-6.168227792E-1,-7.526906729E-1,3.940045425E0
1.599637579E1,3.901855469E0,-1.368905008E-1,-7.753067613E-1,3.980491889E0
1.600631879E1,3.934406042E0,4.237957895E-1,-7.949075103E-1,4.036215025E0
1.601626079E1,3.878655195E0,1.087249398E0,-8.849764466E-1,4.124228496E0
1.602620379E1,3.762491465E0,1.769135475E0,-9.491155148E-1,4.264622212E0
1.603614679E1,3.637132645E0,2.275085211E0,-9.724738002E-1,4.398914853E0
1.604608879E1,3.561270475E0,2.553139687E0,-9.718754292E-1,4.488397432E0
1.605603179E1,3.512427092E0,2.581656933E0,-8.982605934E-1,4.450726759E0
1.606597479E1,3.480386019E0,2.538701534E0,-7.719684839E-1,4.376531465E0
1.607591679E1,3.400869131E0,2.485693932E0,-7.086630464E-1,4.271625976E0
1.608585979E1,3.246593714E0,2.446158886E0,-7.209417224E-1,4.128416283E0
1.609580279E1,3.008696318E0,2.436143398E0,-7.570957541E-1,3.944647281E0
1.610574479E1,2.706486702E0,2.469249249E0,-8.563264012E-1,3.762387144E0
1.611568779E1,2.407749414E0,2.517971516E0,-1.005701542E0,3.626137530E0
1.612563079E1,2.239187956E0,2.685259342E0,-1.183981895E0,3.691394529E0
1.613557279E1,2.240457058E0,3.062736750E0,-1.413749933E0,4.049529985E0
1.614551579E1,2.399839878E0,3.602060318E0,-1.623939991E0,4.622905047E0
1.615545879E1,2.668836832E0,4.114513397E0,-1.737988234E0,5.203125372E0
1.616540079E1,2.968276739E0,4.515880585E0,-1.691802382E0,5.662688368E0
1.617534379E1,3.184478045E0,4.766889572E0,-1.516468167E0,5.929908289E0
1.618528679E1,3.202680588E0,4.779320717E0,-1.231182814E0,5.883441219E0
1.619522879E1,3.021192551E0,4.519180775E0,-8.787266612E-1,5.506610559E0
1.620517179E1,2.719266891E0,4.007390976E0,-5.492711067E-1,4.873940255E0
1.621511479E1,2.361738205E0,3.295450211E0,-2.989622056E-1,4.065363187E0
1.622505679E1,1.962546349E0,2.488252401E0,-1.490322649E-1,3.172569747E0
1.623499979E1,1.517471671E0,1.760718703E0,-1.189574599E-1,2.327445274E0
1.624494279E1,1.103930473E0,1.154685616E0,-1.491278410E-1,1.604431512E0
1.625488479E1,7.384084463E-1,7.338917851E-1,-2.163489461E-1,1.063320766E0
1.626482779E1,4.178560376E-1,5.736677051E-1,-3.457846045E-1,7.894715300E-1
1.627477079E1,1.935840547E-1,6.699023843E-1,-4.585087895E-1,8.345503584E-1
1.628471279E1,1.180019975E-1,6.985412836E-1,-5.454191566E-1,8.940729571E-1
1.629465579E1,1.248497888E-1,8.115748763E-1,-5.998892784E-1,1.016911204E0
1.630459879E1,7.964906096E-2,9.837358594E-1,-6.399967074E-1,1.176297581E0
1.631454079E1,-2.360488847E-2,1.076188684E0,-6.425471902E-1,1.253637174E0
1.632448379E1,-1.118148938E-1,1.088037252E0,-6.022636890E-1,1.248618911E0
1.633442679E1,-2.142222226E-1,9.896867275E-1,-5.825009346E-1,1.168194469E0
1.634436979E1,-3.577796519E-1,8.756048083E-1,-5.950673819E-1,1.117495078E0
1.635431179E1,-5.402943492E-1,7.412147522E-1,-6.184480190E-1,1.106252794E0
1.636425479E1,-7.558404207E-1,5.909826756E-1,-6.391228437E-1,1.152837054E0
1.637419779E1,-9.238203764E-1,4.568781257E-1,-6.398831606E-1,1.213108474E0
1.638413979E1,-1.026262403E0,3.549444377E-1,-6.452621222E-1,1.263156079E0
1.639408279E1,-1.046201229E0,1.678757817E-1,-6.815248132E-1,1.259839419E0
1.640402579E1,-1.025834203E0,4.794258252E-2,-6.901278496E-1,1.237299782E0
1.641396779E1,-1.017392516E0,-2.075659111E-2,-5.482279658E-1,1.155885925E0
1.642391079E1,-1.070195317E0,3.247013781E-3,-3.698313236E-1,1.132300211E0
1.643385379E1,-1.092823625E0,2.855795436E-3,-1.747659594E-1,1.106713500E0
1.644379579E1,-1.096187472E0,3.264526278E-2,-6.679533422E-2,1.098705741E0
1.645373879E1,-1.105409026E0,5.048178509E-2,-1.018561199E-1,1.111239036E0
1.646368179E1,-1.188763261E0,2.521565855E-1,-1.926595271E-1,1.230389665E0
1.647362379E1,-1.239849091E0,2.393241376E-1,-3.593121469E-1,1.312862152E0
1.648356679E1,-1.213604450E0,8.401925117E-2,-4.837712944E-1,1.309171364E0
1.649350979E1,-1.141281009E0,5.129006878E-2,-4.835963249E-1,1.240571811E0
1.650345179E1,-1.058267832E0,-1.936048642E-2,-4.492961466E-1,1.149857669E0
1.651339479E1,-9.618648291E-1,-3.577860817E-2,-4.076038301E-1,1.045277447E0
1.652333779E1,-8.761097193E-1,3.490461782E-2,-3.437108696E-1,9.417662844E-1
1.653327979E1,-7.990292907E-1,9.463346750E-2,-2.905664146E-1,8.554718825E-1
1.654322279E1,-7.633728385E-1,9.062641859E-2,-2.263810784E-1,8.013735901E-1
1.655316579E1,-7.742329240E-1,-1.914055645E-2,-1.547652036E-1,7.897817735E-1
1.656310779E1,-7.965501547E-1,-1.412188858E-1,-1.176049411E-1,8.174752870E-1
1.657305079E1,-7.954337597E-1,-1.706375033E-1,-1.224084869E-1,8.226881920E-1
1.658299379E1,-7.599632740E-1,-1.056577787E-1,-1.655753553E-1,7.849349924E-1
1.659293579E1,-7.282389402E-1,1.621987075E-1,-2.149732560E-1,7.764366526E-1
1.660287879E1,-6.613718867E-1,4.279761314E-1,-3.419723511E-1,8.587906791E-1
1.661282179E1,-6.210218072E-1,4.132262170E-1,-4.917072058E-1,8.934203757E-1
1.662276379E1,-6.214439869E-1,4.974742532E-1,-5.102386475E-1,9.455245839E-1
1.663270679E1,-6.100403070E-1,5.203663111E-1,-5.098181367E-1,9.501814597E-1
1.664264979E1,-5.944797993E-1,3.704576194E-1,-5.074000359E-1,8.649276709E-1
1.665259179E1,-6.080597639E-1,1.255708933E-1,-4.720731974E-1,7.799729671E-1
1.666253479E1,-6.619881392E-1,-1.297045648E-1,-4.163360596E-1,7.927088274E-1
1.667247779E1,-7.675840259E-1,-1.881146133E-1,-3.237121105E-1,8.540268585E-1
1.668242079E1,-8.658196330E-1,-1.071448550E-1,-2.904173136E-1,9.194921821E-1
1.669236279E1,-9.468521476E-1,-4.329689592E-2,-3.541965485E-1,1.011859084E0
1.670230579E1,-1.005223632E0,1.192862391E-1,-3.679550290E-1,1.077076905E0
1.671224879E1,-1.079256058E0,2.484018803E-1,-3.682333231E-1,1.167087363E0
1.672219079E1,-1.195323348E0,2.645143867E-1,-3.938562274E-1,1.286035962E0
1.673213379E1,-1.325167656E0,2.194518149E-1,-4.316345155E-1,1.410863838E0
1.674207679E1,-1.434322953E0,6.866106391E-2,-4.353611767E-1,1.500511923E0
1.675201879E1,-1.509829998E0,-1.820699573E-1,-3.831501603E-1,1.568292109E0
1.676196179E1,-1.568714380E0,-5.065578222E-1,-2.652043998E-1,1.669670329E0
1.677190479E1,-1.584290981E0,-8.227743506E-1,-1.360741258E-1,1.790377534E0
1.678184679E1,-1.621959329E0,-1.088972092E0,-2.812002040E-2,1.953817549E0
1.679178979E1,-1.704428315E0,-1.262351871E0,9.272623807E-3,2.121012520E0
1.680173279E1,-1.803513646E0,-1.438129306E0,-1.532704104E-2,2.306753626E0
1.681167479E1,-1.890278697E0,-1.591693521E0,-6.332812458E-2,2.471973355E0
1.682161779E1,-1.945033193E0,-1.706715465E0,-7.618795335E-2,2.588790529E0
1.683156079E1,-1.955431461E0,-1.790081739E0,1.577100344E-2,2.651104215E0
1.684150279E1,-1.934570551E0,-1.843191624E0,9.185510874E-2,2.673640952E0
1.685144579E1,-1.870392919E0,-1.900021553E0,1.127462760E-1,2.668550785E0
1.686138879E1,-1.803604484E0,-1.907862306E0,8.068162948E-2,2.626677985E0
1.687133079E1,-1.750817895E0,-1.859994888E0,3.879170120E-2,2.554691583E0
1.688127379E1,-1.719770789E0,-1.748475790E0,1.140960678E-2,2.452531210E0
1.689121679E1,-1.680562019E0,-1.586874723E0,-3.386117518E-3,2.311378713E0
1.690115879E1,-1.623887181E0,-1.417546630E0,-3.463993780E-3,2.155564897E0
1.691110617E1,-1.536708117E0,-1.298217893E0,1.566451043E-3,2.011676909E0
1.692104917E1,-1.425786138E0,-1.318921685E0,1.485667378E-2,1.942328819E0
1.693099217E1,-1.320875406E0,-1.414981127E0,1.693260670E-2,1.935760869E0
1.694093417E1,-1.269343734E0,-1.528905034E0,-7.917387411E-4,1.987154937E0
1.695087717E1,-1.239626884E0,-1.599307299E0,1.313632727E-2,2.023519511E0
1.696082017E1,-1.187056422E0,-1.602460742E0,4.703889787E-2,1.994792229E0
1.697076217E1,-1.118159056E0,-1.554044962E0,9.268228710E-2,1.916748660E0
1.698070517E1,-1.058390141E0,-1.496813893E0,1.488780826E-1,1.839240660E0
1.699064817E1,-1.008958936E0,-1.411366105E0,1.860632598E-1,1.744870182E0
1.700059017E1,-9.421365857E-1,-1.280760407E0,1.889688671E-1,1.601148900E0
1.701053317E1,-8.434638381E-1,-1.166923285E0,1.752714217E-1,1.450469327E0
1.702047617E1,-6.906760931E-1,-1.147375584E0,1.518303454E-1,1.347796961E0
1.703041817E1,-4.714720845E-1,-1.155646563E0,1.375859082E-1,1.255681005E0
1.704036117E1,-2.850216925E-1,-1.135519743E0,1.063058525E-1,1.175560882E0
1.705030417E1,-1.352058053E-1,-1.069986582E0,3.552915156E-2,1.079080264E0
1.706024617E1,-4.757711664E-2,-9.664211273E-1,-2.539886534E-2,9.679248316E-1
1.707018917E1,-4.787432402E-2,-9.561074972E-1,-4.526444525E-2,9.583748573E-1
1.708013217E1,-8.424816281E-2,-9.284771681E-1,-3.591527045E-2,9.329831248E-1
1.709007417E1,-9.837037325E-2,-8.458297253E-1,-3.067976050E-2,8.520832719E-1
1.710001717E1,-5.785980076E-2,-7.838160396E-1,-3.296033293E-2,7.866395134E-1
1.710996017E1,3.491274640E-2,-7.831649184E-1,-4.622953385E-2,7.853046282E-1
1.711990317E1,1.354220361E-1,-8.049535751E-1,-6.765067577E-2,8.190641000E-1
1.712984517E1,2.107205242E-1,-8.591510653E-1,-9.356643260E-2,8.895495319E-1
1.713978817E1,2.221410722E-1,-9.642820358E-1,-1.121993884E-1,9.958791108E-1
1.714973117E1,1.604382992E-1,-1.121153116E0,-9.834668785E-2,1.136836325E0
1.715967317E1,9.154434502E-2,-1.264385223E0,-5.680360273E-2,1.268966906E0
1.716961617E1,1.638088562E-2,-1.316223860E0,-4.082490131E-2,1.316958714E0
1.717955917E1,-4.323568568E-2,-1.334277153E0,-3.421451896E-2,1.335415845E0
1.718950117E1,-5.300362781E-2,-1.390883446E0,-3.446911275E-2,1.392319742E0
1.719944417E1,-1.339155436E-2,-1.437476754E0,7.828755304E-3,1.437560448E0
1.720938717E1,5.506659672E-2,-1.447139978E0,5.942936242E-2,1.449406187E0
1.721932917E1,1.480867565E-1,-1.450267434E0,7.569351792E-2,1.459772183E0
1.722927217E1,2.225354165E-1,-1.435807824E0,7.645731419E-2,1.454961113E0
1.723921517E1,2.565810084E-1,-1.399094939E0,6.194199249E-2,1.423775710E0
1.724915717E1,2.539713681E-1,-1.403927326E0,1.892821491E-2,1.426839749E0
1.725910017E1,2.396365404E-1,-1.474012375E0,-3.412284702E-2,1.493754505E0
1.726904317E1,2.336412370E-1,-1.554640651E0,-8.780658245E-2,1.574549388E0
1.727898517E1,2.313619554E-1,-1.579420567E0,-1.262161583E-1,1.601258317E0
1.728892817E1,2.223985642E-1,-1.564334273E0,-1.896880865E-1,1.591409567E0
1.729887117E1,2.484440506E-1,-1.521286488E0,-2.743973732E-1,1.565672680E0
1.730881417E1,2.910684645E-1,-1.493049264E0,-3.435194492E-1,1.559462269E0
1.731875617E1,3.238470256E-1,-1.425422788E0,-3.824938834E-1,1.510962802E0
1.732869917E1,3.692951798E-1,-1.325062633E0,-3.972864151E-1,1.431784343E0
1.733864217E1,4.226300418E-1,-1.270737648E0,-3.871126771E-1,1.394003783E0
1.734858417E1,4.655929506E-1,-1.295670986E0,-3.549534082E-1,1.421805902E0
1.735852717E1,4.888529480E-1,-1.330287337E0,-3.004219830E-1,1.448756354E0
1.736847017E1,4.889781177E-1,-1.389626384E0,-2.405996621E-1,1.492665161E0
1.737841217E1,4.526150823E-1,-1.435845733E0,-1.946300119E-1,1.518023130E0
1.738835517E1,3.983936608E-1,-1.441793680E0,-1.689816415E-1,1.505337610E0
1.739829817E1,3.438446522E-1,-1.396768332E0,-1.647994369E-1,1.447877678E0
1.740824017E1,2.854364514E-1,-1.310940504E0,-1.741545945E-1,1.352911230E0
1.741818317E1,2.405997813E-1,-1.237837911E0,-1.869627386E-1,1.274788615E0
1.742812617E1,2.106336355E-1,-1.150437474E0,-1.863374412E-1,1.184311848E0
1.743806817E1,2.095266283E-1,-1.060199499E0,-1.668813825E-1,1.093514418E0
1.744801117E1,2.288441211E-1,-9.756827354E-1,-1.475156844E-1,1.012959678E0
1.745795417E1,2.544440329E-1,-8.704172373E-1,-1.197639406E-1,9.147192653E-1
1.746789717E1,2.697792947E-1,-6.908836961E-1,-8.599159122E-2,7.466563488E-1
1.747783917E1,2.885408998E-1,-4.661639929E-1,-5.682553351E-2,5.511749816E-1
1.748778217E1,3.081305921E-1,-2.238930166E-1,-3.854559362E-2,3.828293451E-1
1.749772517E1,3.306336999E-1,5.893005431E-2,-1.147785969E-2,3.360403786E-1
1.750766717E1,3.570831418E-1,3.461194932E-1,1.553671435E-2,4.975424236E-1
1.751761017E1,3.885910511E-1,5.934538841E-1,3.906526789E-2,7.104341016E-1
1.752755317E1,3.886704147E-1,7.985292673E-1,7.551888376E-2,8.913006136E-1
1.753749517E1,3.481447697E-1,9.735823870E-1,1.287647486E-1,1.041944243E0
1.754743817E1,2.729624212E-1,1.136961102E0,1.656857431E-1,1.180949109E0
1.755738117E1,2.042096108E-1,1.288336158E0,1.965487450E-1,1.319144810E0
