Time,HR (bpm)
00:03:50,187.0
00:03:51,187.0
00:03:52,186.0
00:03:53,187.0
00:03:54,186.0
00:03:55,186.0
00:03:56,188.0
00:03:57,187.0
00:03:58,187.0
00:03:59,187.0
00:04:00,187.0
00:04:01,186.0
00:04:02,186.0
00:04:03,187.0
00:04:04,186.0
00:04:05,186.0
00:04:06,187.0
00:04:07,187.0
00:04:08,186.0
00:04:09,186.0
00:04:10,186.0
00:04:11,185.0
00:04:12,185.0
00:04:13,186.0
00:04:14,185.0
00:04:15,185.0
00:04:16,186.0
00:04:17,186.0
00:04:18,186.0
00:04:19,186.0
00:04:20,186.0
00:04:21,186.0
00:04:22,186.0
00:04:23,187.0
00:04:24,186.0
00:04:25,186.0
00:04:26,187.0
00:04:27,186.0
00:04:28,184.0
00:04:29,184.0
00:04:30,184.0
00:04:31,183.0
00:04:32,183.0
00:04:33,184.0
00:04:34,184.0
00:04:35,184.0
00:04:36,185.0
00:04:37,185.0
00:04:38,185.0
00:04:39,185.0
00:04:40,186.0
00:04:41,186.0
00:04:42,186.0
00:04:43,187.0
00:04:44,187.0
00:04:45,187.0
00:04:46,187.0
00:04:47,187.0
00:04:48,187.0
00:04:49,187.0
00:04:50,188.0
00:04:51,188.0
00:04:52,188.0
00:04:53,189.0
00:04:54,188.0
00:04:55,188.0
00:04:56,188.0
00:04:57,189.0
00:04:58,188.0
00:04:59,188.0
00:05:00,188.0
