"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.588261318E0,-3.703069687E-1,-2.453801632E-1,1.008800507E0,1.102278158E0
7.593031787E0,-4.070749283E-1,-2.489614487E-1,1.035285950E0,1.139959998E0
7.597802308E0,-4.406971931E-1,-2.679052353E-1,1.070709229E0,1.188446668E0
7.602572777E0,-4.569027424E-1,-2.830295563E-1,1.114955902E0,1.237736850E0
7.607343245E0,-4.699332714E-1,-2.801804543E-1,1.144187927E0,1.268268260E0
7.612113714E0,-4.728217125E-1,-2.381845713E-1,1.179923058E0,1.293255846E0
7.616884183E0,-4.515988827E-1,-1.954950094E-1,1.219817162E0,1.315337887E0
7.621654652E0,-3.900840282E-1,-1.143456697E-1,1.292412758E0,1.354832542E0
7.626425120E0,-3.171715736E-1,-9.977233410E-2,1.371417046E0,1.411147419E0
7.631195641E0,-2.304849625E-1,-7.563638687E-2,1.454438210E0,1.474528632E0
7.635966110E0,-1.370122433E-1,-2.339982986E-2,1.517705917E0,1.524057466E0
7.640736579E0,-8.859491348E-2,4.206657410E-3,1.580294609E0,1.582781667E0
7.645507048E0,-4.660034180E-2,6.154322624E-2,1.642196655E0,1.644010041E0
7.650277516E0,-2.242803574E-2,6.265950203E-2,1.684359550E0,1.685673849E0
7.655047985E0,-1.326346397E-2,5.047488213E-2,1.706905365E0,1.707703006E0
7.659818506E0,-6.392455101E-2,6.310617924E-2,1.712325096E0,1.714679554E0
7.664588975E0,-1.336202621E-1,2.665209770E-2,1.729273796E0,1.734633267E0
7.669359443E0,-2.177760601E-1,-8.609414101E-3,1.753013611E0,1.766509908E0
7.674129912E0,-2.668087482E-1,-9.386897087E-3,1.740879059E0,1.761231081E0
7.678900381E0,-3.666348457E-1,-4.702842236E-2,1.731181145E0,1.770203643E0
7.683670850E0,-4.460022449E-1,-3.577649593E-2,1.721638680E0,1.778830431E0
7.688441318E0,-4.812850952E-1,-7.558095455E-2,1.674247742E0,1.743689572E0
7.693211839E0,-4.798994064E-1,-9.706687927E-2,1.615383148E0,1.687953831E0
7.697982308E0,-4.991247654E-1,-1.098221540E-1,1.538028717E0,1.620715512E0
7.702752777E0,-5.032429695E-1,-1.160362959E-1,1.489763260E0,1.576741094E0
7.707523245E0,-5.186583996E-1,-1.109465361E-1,1.432423592E0,1.527466208E0
7.712293714E0,-5.311279297E-1,-1.158832312E-1,1.354229927E0,1.459268480E0
7.717064183E0,-5.337078571E-1,-9.028208256E-2,1.283847809E0,1.393291114E0
7.721834652E0,-5.078761578E-1,-8.176112175E-2,1.237920761E0,1.340548725E0
7.726605120E0,-4.661352634E-1,-1.091605425E-1,1.195006371E0,1.287337692E0
7.731375641E0,-4.635639191E-1,-1.342525482E-1,1.164685249E0,1.260716853E0
7.736146110E0,-4.690458775E-1,-1.452506781E-1,1.172985077E0,1.271611491E0
7.740916579E0,-4.776029587E-1,-1.447051764E-1,1.110397339E0,1.217385076E0
7.745687048E0,-5.270297527E-1,-1.422696114E-1,1.079517365E0,1.209693657E0
7.750457516E0,-5.480301380E-1,-1.451861858E-1,1.087187767E0,1.226129398E0
7.755227985E0,-5.739142895E-1,-1.676857471E-1,1.109328270E0,1.260200513E0
7.759998454E0,-5.975801945E-1,-1.551413536E-1,1.124506950E0,1.282843252E0
7.764768975E0,-6.047153473E-1,-1.624279022E-1,1.137510300E0,1.298457992E0
7.769539443E0,-6.096317768E-1,-1.941869259E-1,1.164966583E0,1.329099923E0
7.774309912E0,-6.074836254E-1,-1.815223694E-1,1.202011108E0,1.358976611E0
7.779080381E0,-6.266138554E-1,-1.817717552E-1,1.193945885E0,1.360585415E0
7.783850850E0,-6.095402241E-1,-2.091729641E-1,1.167182922E0,1.333269886E0
7.788621318E0,-5.941793919E-1,-1.993865967E-1,1.109916687E0,1.274644741E0
7.793391839E0,-5.557119846E-1,-2.015793324E-1,1.043968201E0,1.199716484E0
7.798162308E0,-5.688788891E-1,-2.190673351E-1,9.925289154E-1,1.164786391E0
7.802932777E0,-5.644450188E-1,-2.518665791E-1,9.604206085E-1,1.142122015E0
7.807703245E0,-5.880665779E-1,-2.878608704E-1,8.735704422E-1,1.091701195E0
7.812473714E0,-6.781220436E-1,-2.982757092E-1,7.894382477E-1,1.082603645E0
7.817244183E0,-7.630780935E-1,-3.354692459E-1,6.865234375E-1,1.079880652E0
7.822014652E0,-8.694510460E-1,-3.705945015E-1,5.935583115E-1,1.116063114E0
7.826785173E0,-9.471716881E-1,-3.987631798E-1,4.914255142E-1,1.139142360E0
7.831555641E0,-9.869046211E-1,-4.748258591E-1,3.897180557E-1,1.162463114E0
7.836326110E0,-1.039036512E0,-5.268020630E-1,3.051385880E-1,1.204253647E0
7.841096579E0,-1.027224541E0,-5.378587246E-1,2.424478531E-1,1.184594119E0
7.845867048E0,-1.009015203E0,-5.198144913E-1,2.159318924E-1,1.155398358E0
7.850637516E0,-9.411537647E-1,-4.796569347E-1,1.752185822E-1,1.070767358E0
7.855407985E0,-8.641253710E-1,-4.434170723E-1,1.416854858E-1,9.815325434E-1
7.860178506E0,-7.466406822E-1,-3.369100094E-1,1.176109314E-1,8.275342857E-1
7.864948975E0,-6.365174055E-1,-2.772438526E-1,1.029376984E-1,7.018651801E-1
7.869719443E0,-4.860551357E-1,-2.260200977E-1,1.024208069E-1,5.457331777E-1
7.874489912E0,-3.190014362E-1,-1.833102703E-1,1.040477753E-1,3.823486773E-1
7.879260381E0,-2.260773182E-1,-1.587915421E-1,9.347915649E-2,2.916574366E-1
7.884030850E0,-1.713836193E-1,-1.501932144E-1,8.033561707E-2,2.416281399E-1
7.888801318E0,-1.741943359E-1,-1.098434925E-1,8.144474030E-2,2.214554250E-1
7.893571839E0,-1.269466877E-1,-9.546208382E-2,1.064624786E-1,1.912138340E-1
7.898342308E0,-1.346104145E-1,-1.000409126E-1,1.147251129E-1,2.031994080E-1
7.903112777E0,-1.466822624E-1,-1.141724586E-1,8.712577820E-2,2.052850156E-1
7.907883245E0,-2.156610489E-1,-1.547279358E-1,7.632064819E-2,2.761797666E-1
7.912653714E0,-3.485860825E-1,-2.216432095E-1,1.061611176E-1,4.265069191E-1
7.917424183E0,-4.977390766E-1,-2.767953873E-1,1.073894501E-1,5.795622217E-1
7.922194652E0,-7.063874006E-1,-3.560504913E-1,1.183519363E-1,7.998514193E-1
7.926965173E0,-8.481703997E-1,-4.236819744E-1,1.296377182E-1,9.569249606E-1
7.931735641E0,-1.014254332E0,-4.701073170E-1,1.413087845E-1,1.126801185E0
7.936506110E0,-1.135713816E0,-5.382795334E-1,1.486654282E-1,1.265579763E0
7.941276579E0,-1.258510351E0,-5.803461075E-1,1.709585190E-1,1.396379864E0
7.946047048E0,-1.318408966E0,-5.843789577E-1,1.986856461E-1,1.455739315E0
7.950817516E0,-1.363301277E0,-5.909259319E-1,1.935634613E-1,1.498416045E0
7.955587985E0,-1.347591996E0,-5.880658627E-1,1.938323975E-1,1.483036293E0
7.960358506E0,-1.268887758E0,-5.589859486E-1,2.257204056E-1,1.404810000E0
7.965128975E0,-1.179515719E0,-4.942872524E-1,2.413530350E-1,1.301471670E0
7.969899443E0,-1.086104631E0,-4.442958832E-1,2.597646713E-1,1.201873449E0
7.974669912E0,-9.761981964E-1,-3.995089531E-1,2.569494247E-1,1.085630383E0
7.979440381E0,-8.517235518E-1,-3.959665298E-1,2.711219788E-1,9.776142535E-1
7.984210850E0,-6.978399754E-1,-3.763120174E-1,2.949762344E-1,8.459328251E-1
7.988981318E0,-6.169915199E-1,-3.287420273E-1,2.639350891E-1,7.472694209E-1
7.993751839E0,-6.712834835E-1,-3.441605568E-1,2.999954224E-1,8.118283424E-1
7.998522308E0,-5.992743969E-1,-3.412163258E-1,2.761964798E-1,7.428612786E-1
8.003292777E0,-4.501640797E-1,-4.081683159E-1,6.556797028E-2,6.111859222E-1
8.008063245E0,-4.482727051E-1,-4.945034981E-1,-1.143913269E-1,6.771761244E-1
8.012833714E0,-6.204833984E-1,-5.402505398E-1,-1.297512054E-1,8.328899500E-1
8.017604183E0,-8.245981932E-1,-5.715169907E-1,-9.513664246E-2,1.007792058E0
8.022374704E0,-1.047378182E0,-5.928044319E-1,-9.167957306E-2,1.206989352E0
8.027145173E0,-1.279980302E0,-5.943911076E-1,-1.359472275E-1,1.417791244E0
8.031915641E0,-1.415076852E0,-6.477403641E-1,-2.088232040E-1,1.570228393E0
8.036686110E0,-1.445550442E0,-7.191886902E-1,-3.127536774E-1,1.644586062E0
8.041456579E0,-1.395301938E0,-7.632949352E-1,-3.832273483E-1,1.635955335E0
8.046227048E0,-1.350663662E0,-7.825412750E-1,-4.058799744E-1,1.612886149E0
8.050997516E0,-1.340598822E0,-7.912707329E-1,-3.878870010E-1,1.604297634E0
8.055768037E0,-1.295876503E0,-7.824401855E-1,-3.841943741E-1,1.561766267E0
8.060538506E0,-1.249917984E0,-7.346956730E-1,-3.828039169E-1,1.499537108E0
8.065308975E0,-1.236032844E0,-6.983435154E-1,-3.717756271E-1,1.467541472E0
8.070079443E0,-1.208558083E0,-6.257574558E-1,-3.415403366E-1,1.403151750E0
8.074849912E0,-1.169614792E0,-6.078515053E-1,-3.065166473E-1,1.353305091E0
8.079620381E0,-1.126049757E0,-5.896871090E-1,-2.524185181E-1,1.295929801E0
8.084390902E0,-1.082257748E0,-5.450863838E-1,-2.223396301E-1,1.232004833E0
8.089161370E0,-1.035656691E0,-5.362927914E-1,-1.875896454E-1,1.181263990E0
8.093931839E0,-9.859904051E-1,-5.250799656E-1,-1.386585236E-1,1.125660799E0
8.098702308E0,-9.617991447E-1,-5.019254684E-1,-1.066522598E-1,1.090119936E0
8.103472777E0,-9.485566616E-1,-4.955892563E-1,-9.394741058E-2,1.074334476E0
8.108243245E0,-9.606952667E-1,-4.868001938E-1,-1.029453278E-1,1.081899979E0
8.113013714E0,-9.745616913E-1,-4.995441437E-1,-9.048271179E-2,1.098863942E0
8.117784183E0,-9.522970915E-1,-4.763398170E-1,-6.370544434E-2,1.066690093E0
8.122554704E0,-9.658386707E-1,-4.842176437E-1,-4.883003235E-2,1.081524589E0
8.127325173E0,-9.866362810E-1,-4.752817154E-1,-3.865909576E-2,1.095827717E0
8.132095641E0,-1.031622887E0,-4.758782387E-1,-2.593994141E-2,1.136388472E0
8.136866110E0,-1.043454647E0,-4.623079300E-1,1.812458038E-2,1.141426617E0
8.141636579E0,-1.029269814E0,-4.418210983E-1,4.571628571E-2,1.121022842E0
8.146407048E0,-1.015107512E0,-4.313364029E-1,5.209922791E-2,1.104177832E0
8.151177516E0,-9.791127443E-1,-4.453015327E-1,6.117916107E-2,1.077357003E0
8.155948037E0,-9.138088226E-1,-4.670853615E-1,2.514362335E-2,1.026570748E0
8.160718506E0,-8.930090666E-1,-4.967522621E-1,-1.535320282E-2,1.021990080E0
8.165488975E0,-8.997899294E-1,-5.152168274E-1,-6.269550323E-2,1.038749740E0
8.170259443E0,-9.295306206E-1,-5.342974663E-1,-1.336221695E-1,1.080442428E0
8.175029912E0,-9.561036825E-1,-5.060510635E-1,-2.090044022E-1,1.101773466E0
8.179800381E0,-9.795851707E-1,-5.212402344E-1,-3.056011200E-1,1.150943323E0
8.184570850E0,-9.857846498E-1,-5.318403244E-1,-3.828115463E-1,1.183710347E0
8.189341370E0,-9.797714949E-1,-5.711798668E-1,-4.454412460E-1,1.218448409E0
8.194111839E0,-9.620153904E-1,-5.983219147E-1,-5.389575958E-1,1.254566864E0
8.198882308E0,-8.970310688E-1,-6.226325035E-1,-6.561880112E-1,1.273938255E0
8.203652777E0,-9.071807861E-1,-6.271524429E-1,-7.350029945E-1,1.325340170E0
8.208423245E0,-9.210189581E-1,-6.070713997E-1,-7.873568535E-1,1.355264705E0
8.213193714E0,-9.148629904E-1,-6.005959511E-1,-8.204421997E-1,1.367777464E0
8.217964183E0,-9.293576479E-1,-5.885791779E-1,-8.080172539E-1,1.364925994E0
8.222734704E0,-9.067749977E-1,-5.687289238E-1,-8.123168945E-1,1.343708384E0
8.227505173E0,-8.585628271E-1,-5.698547363E-1,-7.808160782E-1,1.292879846E0
8.232275641E0,-8.367886543E-1,-5.585007668E-1,-7.590947151E-1,1.260302799E0
8.237046110E0,-7.740254402E-1,-5.562238693E-1,-7.400755882E-1,1.206736198E0
8.241816579E0,-7.679786682E-1,-5.439801216E-1,-7.166228294E-1,1.182900624E0
8.246587048E0,-7.873927355E-1,-5.241045952E-1,-7.151050568E-1,1.185769028E0
8.251357568E0,-7.842071056E-1,-5.109190941E-1,-7.284030914E-1,1.185997542E0
8.256128037E0,-8.637166023E-1,-4.900307655E-1,-7.254390717E-1,1.229796067E0
8.260898506E0,-8.850715160E-1,-5.522823334E-1,-6.798706055E-1,1.245227451E0
8.265668975E0,-8.939392567E-1,-5.852541924E-1,-6.777400970E-1,1.265298978E0
8.270439443E0,-8.855822086E-1,-6.320996284E-1,-6.520090103E-1,1.268432709E0
8.275209912E0,-9.294153452E-1,-6.473603249E-1,-6.457290649E-1,1.303784606E0
8.279980433E0,-1.025382638E0,-6.766052246E-1,-5.966606140E-1,1.365726207E0
8.284750902E0,-1.106505752E0,-6.648211479E-1,-5.670137405E-1,1.409910181E0
8.289521370E0,-1.148910046E0,-6.838765144E-1,-5.925316811E-1,1.462455187E0
8.294291839E0,-1.157413363E0,-7.290673256E-1,-5.989894867E-1,1.493296107E0
8.299062308E0,-1.131927252E0,-7.526392937E-1,-6.055088043E-1,1.488074636E0
8.303832777E0,-1.079613447E0,-8.096113205E-1,-6.073031425E-1,1.479815121E0
8.308603245E0,-9.814388752E-1,-8.091335297E-1,-6.330394745E-1,1.420794957E0
8.313373714E0,-9.284892082E-1,-7.774591446E-1,-6.850972176E-1,1.391363766E0
8.318144235E0,-8.898282051E-1,-7.385315895E-1,-7.084269524E-1,1.356131222E0
8.322914704E0,-8.657311201E-1,-7.090392113E-1,-7.627763748E-1,1.354272784E0
8.327685173E0,-8.205587864E-1,-6.793208122E-1,-8.074903488E-1,1.336725159E0
8.332455641E0,-7.375737429E-1,-6.708903313E-1,-8.951673508E-1,1.339937853E0
8.337226110E0,-6.716542244E-1,-7.004699707E-1,-9.803647995E-1,1.379453775E0
8.341996579E0,-6.181834936E-1,-7.416944504E-1,-1.036781788E0,1.416749083E0
8.346767048E0,-6.345695257E-1,-7.683258057E-1,-1.050057411E0,1.447626883E0
8.351537568E0,-6.824539900E-1,-7.922534943E-1,-1.058549881E0,1.487930408E0
8.356308037E0,-7.353802919E-1,-8.110847473E-1,-1.062301636E0,1.525492513E0
8.361078506E0,-8.433898687E-1,-8.152112961E-1,-1.073343277E0,1.589950225E0
8.365848975E0,-9.252066612E-1,-8.499031067E-1,-1.032024384E0,1.625858845E0
8.370619443E0,-1.000054240E0,-8.552927971E-1,-1.010153294E0,1.658928548E0
8.375389912E0,-1.029668808E0,-8.503961563E-1,-9.958744049E-1,1.665880340E0
8.380160381E0,-1.080906153E0,-8.757715225E-1,-9.773173332E-1,1.700142065E0
8.384930902E0,-1.062706947E0,-8.906598091E-1,-9.617853165E-1,1.687498725E0
8.389701370E0,-1.015679121E0,-9.190864563E-1,-9.372715950E-1,1.659759631E0
8.394471839E0,-9.825170040E-1,-9.442553520E-1,-9.182481766E-1,1.643209526E0
8.399242308E0,-9.271442890E-1,-9.637861252E-1,-9.429869652E-1,1.636369348E0
8.404012777E0,-9.329928160E-1,-9.849505424E-1,-9.636263847E-1,1.664085026E0
8.408783245E0,-9.307056665E-1,-9.933652878E-1,-9.801955223E-1,1.677429848E0
8.413553766E0,-9.468005300E-1,-9.843268394E-1,-1.002168179E0,1.694010516E0
8.418324235E0,-9.793375731E-1,-9.579324722E-1,-1.046110630E0,1.723683310E0
8.423094704E0,-1.002585888E0,-9.525260925E-1,-1.064016819E0,1.744882864E0
8.427865173E0,-1.014585376E0,-9.417629242E-1,-1.055857658E0,1.741015877E0
8.432635641E0,-1.008532524E0,-9.520578384E-1,-1.038239479E0,1.732481802E0
8.437406110E0,-1.013391495E0,-9.451727867E-1,-1.003936768E0,1.711199273E0
8.442176579E0,-1.048424959E0,-8.925442696E-1,-9.337606430E-1,1.663652339E0
8.446947100E0,-1.056103468E0,-8.756508827E-1,-8.515567780E-1,1.614703672E0
8.451717568E0,-1.026631713E0,-8.634634018E-1,-7.716779709E-1,1.547587998E0
8.456488037E0,-9.619827867E-1,-8.703413010E-1,-6.941971779E-1,1.471330889E0
8.461258506E0,-8.736917973E-1,-8.844099045E-1,-6.334686279E-1,1.395278015E0
8.466028975E0,-7.612734437E-1,-8.651928902E-1,-5.775036812E-1,1.289033163E0
8.470799443E0,-6.386341453E-1,-8.892502785E-1,-5.311331749E-1,1.216849242E0
8.475569912E0,-5.364578962E-1,-9.183111191E-1,-4.896240234E-1,1.170817693E0
8.480340433E0,-4.760177135E-1,-9.117422104E-1,-4.816875458E-1,1.135733073E0
8.485110902E0,-4.331898689E-1,-8.863749504E-1,-5.239906311E-1,1.117085582E0
8.489881370E0,-4.079359770E-1,-8.827948570E-1,-5.615534782E-1,1.122978553E0
8.494651839E0,-4.268326759E-1,-9.127440453E-1,-6.135687828E-1,1.179726441E0
8.499422308E0,-4.471691847E-1,-9.164476395E-1,-6.488661766E-1,1.208662017E0
8.504192777E0,-5.004782677E-1,-9.439854622E-1,-7.057170868E-1,1.280477901E0
8.508963245E0,-5.944508314E-1,-9.784712791E-1,-7.434606552E-1,1.365104971E0
8.513733714E0,-6.816855073E-1,-9.911136627E-1,-7.477807999E-1,1.416395971E0
8.518504235E0,-7.266616821E-1,-1.034450054E0,-7.641248703E-1,1.477163137E0
8.523274704E0,-7.822169065E-1,-1.101302147E0,-7.470145226E-1,1.543619255E0
8.528045173E0,-7.861497402E-1,-1.138953209E0,-7.611207962E-1,1.579414668E0
8.532815641E0,-7.646419406E-1,-1.178483486E0,-7.825622559E-1,1.608074721E0
8.537586110E0,-7.223132253E-1,-1.217495918E0,-7.826929092E-1,1.617603442E0
8.542356579E0,-6.422509551E-1,-1.208196640E0,-7.615809441E-1,1.565960071E0
8.547127048E0,-6.054974198E-1,-1.184167862E0,-7.598757744E-1,1.531761027E0
8.551897568E0,-4.745934606E-1,-1.134977818E0,-7.672924995E-1,1.449879781E0
8.556668037E0,-3.872136474E-1,-1.078631401E0,-7.750291824E-1,1.383492082E0
8.561438506E0,-2.882055044E-1,-1.024759769E0,-7.925500870E-1,1.327151325E0
8.566208975E0,-2.297403812E-1,-9.733400345E-1,-7.960672379E-1,1.278238832E0
8.570979443E0,-1.237131357E-1,-9.409632683E-1,-8.331460953E-1,1.262873402E0
8.575749912E0,-7.732009888E-2,-8.751912117E-1,-8.584790230E-1,1.228382794E0
8.580520433E0,7.103443146E-3,-8.474674225E-1,-8.769035339E-1,1.219512730E0
8.585290902E0,4.855227470E-2,-8.148107529E-1,-8.647093773E-1,1.189115719E0
8.590061370E0,1.470693350E-1,-8.270888329E-1,-8.719873428E-1,1.210812641E0
8.594831839E0,1.980730295E-1,-8.389205933E-1,-8.677139282E-1,1.223089591E0
8.599602308E0,1.902158260E-1,-8.883414268E-1,-9.089012146E-1,1.285081308E0
8.604372777E0,1.621140242E-1,-9.988350868E-1,-9.500484467E-1,1.388000194E0
8.609143245E0,8.985793591E-2,-1.091615677E0,-9.958209991E-1,1.480323849E0
8.613913714E0,-2.911257744E-2,-1.164532185E0,-9.867105484E-1,1.526623876E0
8.618684235E0,-1.688314676E-1,-1.241572857E0,-9.870858192E-1,1.595100510E0
8.623454704E0,-2.655192614E-1,-1.294236660E0,-9.991669655E-1,1.656467215E0
8.628225173E0,-3.460242748E-1,-1.334592342E0,-9.658517838E-1,1.683371375E0
8.632995641E0,-4.107079506E-1,-1.319990635E0,-9.254908562E-1,1.663607412E0
8.637766110E0,-3.932656646E-1,-1.288889408E0,-8.638839722E-1,1.600684012E0
8.642536579E0,-3.608069420E-1,-1.239053726E0,-8.002023697E-1,1.518472791E0
8.647307048E0,-2.751177549E-1,-1.158759117E0,-7.487711906E-1,1.406794500E0
8.652077568E0,-1.312664747E-1,-1.086232662E0,-6.929659843E-1,1.295119353E0
8.656848037E0,7.320380211E-2,-9.953446388E-1,-6.471099854E-1,1.189462517E0
8.661618506E0,2.387781143E-1,-8.908987045E-1,-6.492514610E-1,1.127937476E0
8.666388975E0,3.731145859E-1,-8.346524239E-1,-6.729574203E-1,1.135222821E0
8.671159443E0,4.622900486E-1,-7.690739632E-1,-7.039570808E-1,1.140500952E0
8.675929912E0,5.778367519E-1,-7.297186852E-1,-7.992219925E-1,1.226841662E0
8.680700433E0,6.673027277E-1,-7.210550308E-1,-8.870716095E-1,1.323672667E0
8.685470902E0,7.710516453E-1,-7.237749100E-1,-9.248814583E-1,1.404911553E0
8.690241370E0,8.651040792E-1,-7.211751938E-1,-9.866061211E-1,1.497294349E0
8.695011839E0,9.114685059E-1,-7.037649155E-1,-1.041218758E0,1.552480723E0
8.699782308E0,9.318693876E-1,-6.930174828E-1,-1.121996880E0,1.614785058E0
8.704552777E0,9.382378459E-1,-6.745815277E-1,-1.190781593E0,1.659310488E0
8.709323245E0,9.183707237E-1,-6.794042587E-1,-1.228601933E0,1.677634538E0
8.714093766E0,8.791821599E-1,-7.096595764E-1,-1.247529984E0,1.683124786E0
8.718864235E0,7.586768866E-1,-7.130141258E-1,-1.242856503E0,1.621317997E0
8.723634704E0,6.878091097E-1,-6.825871468E-1,-1.202875614E0,1.544641165E0
8.728405173E0,6.089656353E-1,-6.447825432E-1,-1.153937340E0,1.455388284E0
8.733175641E0,5.791723728E-1,-6.376867294E-1,-1.053362370E0,1.360756144E0
8.737946110E0,5.981250405E-1,-5.567293167E-1,-9.418625832E-1,1.246918691E0
8.742716579E0,6.585913897E-1,-5.425338745E-1,-8.765101433E-1,1.223256169E0
8.747487048E0,7.157841325E-1,-4.901919365E-1,-8.261070251E-1,1.197951533E0
8.752257568E0,7.820395827E-1,-4.666299820E-1,-7.880821228E-1,1.204326734E0
8.757028037E0,8.623559475E-1,-4.431481361E-1,-7.765951157E-1,1.242231067E0
8.761798506E0,9.189495444E-1,-4.577631950E-1,-7.676935196E-1,1.281939448E0
8.766568975E0,9.759065509E-1,-4.579992294E-1,-8.040513992E-1,1.344862648E0
8.771339443E0,1.023648977E0,-4.938025475E-1,-8.568081856E-1,1.423312493E0
8.776109912E0,1.043174982E0,-5.363726616E-1,-9.021091461E-1,1.479767072E0
8.780880433E0,9.870661497E-1,-5.357646942E-1,-9.874925613E-1,1.495488198E0
8.785650902E0,9.457039833E-1,-5.848231316E-1,-1.088890076E0,1.556295511E0
8.790421370E0,8.711259365E-1,-6.332712173E-1,-1.142079353E0,1.569789184E0
8.795191839E0,8.081625700E-1,-6.740040779E-1,-1.190103531E0,1.588632950E0
8.799962308E0,7.586438060E-1,-7.330770493E-1,-1.197444916E0,1.595874904E0
8.804732777E0,7.151516676E-1,-7.605638504E-1,-1.197597980E0,1.588754292E0
8.809503245E0,7.247897387E-1,-7.661719322E-1,-1.157404423E0,1.565862252E0
8.814273766E0,7.420619726E-1,-7.547974586E-1,-1.115192413E0,1.537540014E0
8.819044235E0,7.740382552E-1,-6.813631058E-1,-1.047348499E0,1.469806035E0
8.823814704E0,8.396885991E-1,-6.294231415E-1,-9.374976158E-1,1.407178814E0
8.828585173E0,9.129459858E-1,-5.393676758E-1,-8.003392220E-1,1.328506956E0
8.833355641E0,1.025031567E0,-4.660873413E-1,-6.907243729E-1,1.320994808E0
8.838126110E0,1.159896612E0,-3.998451233E-1,-6.086010933E-1,1.369536989E0
8.842896579E0,1.315893412E0,-3.120899200E-1,-5.657243729E-1,1.465953497E0
8.847667100E0,1.467619061E0,-2.908978462E-1,-4.716296196E-1,1.568745284E0
8.852437568E0,1.570504308E0,-2.360448837E-1,-4.288401604E-1,1.645024271E0
8.857208037E0,1.546601534E0,-2.259144783E-1,-3.872394562E-1,1.610269559E0
8.861978506E0,1.522628546E0,-2.434463501E-1,-4.061741829E-1,1.594566173E0
8.866748975E0,1.429632187E0,-3.072900772E-1,-4.448485374E-1,1.528452028E0
8.871519443E0,1.305883169E0,-3.767585754E-1,-5.148873329E-1,1.453405257E0
8.876289912E0,1.177200794E0,-4.446687698E-1,-5.779924393E-1,1.384776980E0
8.881060433E0,1.045324922E0,-5.111494064E-1,-6.055660248E-1,1.311750021E0
8.885830902E0,9.288568497E-1,-5.454764366E-1,-5.858950615E-1,1.226210672E0
8.890601370E0,7.654495835E-1,-5.671091080E-1,-5.737304688E-1,1.112066750E0
8.895371839E0,6.049968004E-1,-5.786724091E-1,-5.617403984E-1,1.008184091E0
8.900142308E0,5.184482336E-1,-5.686535835E-1,-4.975061417E-1,9.163339075E-1
8.904912777E0,4.624684453E-1,-5.634131432E-1,-4.407315254E-1,8.517955801E-1
8.909683245E0,4.511046410E-1,-5.938239098E-1,-4.316577911E-1,8.616557790E-1
8.914453766E0,4.767675996E-1,-5.933618546E-1,-3.629565239E-1,8.432811350E-1
8.919224235E0,5.390280485E-1,-5.908441544E-1,-2.730236053E-1,8.450975925E-1
8.923994704E0,6.401305199E-1,-5.508775711E-1,-1.999068260E-1,8.678686075E-1
8.928765173E0,7.634202242E-1,-4.715366364E-1,-1.766390800E-1,9.145264363E-1
8.933535641E0,8.259171247E-1,-4.171218872E-1,-1.649408340E-1,9.398591620E-1
8.938306110E0,9.256578684E-1,-3.660278320E-1,-1.576628685E-1,1.007807741E0
8.943076579E0,9.869226217E-1,-3.323287964E-1,-1.952633858E-1,1.059521817E0
8.947847100E0,1.107703447E0,-3.157606125E-1,-2.822413445E-1,1.185905506E0
8.952617568E0,1.197422266E0,-2.756147385E-1,-3.590240479E-1,1.280110087E0
8.957388037E0,1.265770912E0,-2.333393097E-1,-4.471149445E-1,1.362547250E0
8.962158506E0,1.270033479E0,-2.220168114E-1,-5.275154114E-1,1.393035897E0
8.966928975E0,1.236490846E0,-2.151060104E-1,-6.098523140E-1,1.395385270E0
8.971699443E0,1.193437219E0,-2.291641235E-1,-6.347355843E-1,1.371020734E0
8.976469964E0,1.140458345E0,-2.213211060E-1,-6.025710106E-1,1.308709323E0
8.981240433E0,1.094157696E0,-2.250127792E-1,-5.849833488E-1,1.260958894E0
8.986010902E0,9.953665137E-1,-2.497482300E-1,-5.604496002E-1,1.169287146E0
8.990781370E0,9.563128352E-1,-2.147006989E-1,-5.266613960E-1,1.112655767E0
8.995551839E0,8.890302777E-1,-2.178020477E-1,-5.477156639E-1,1.066679434E0
9.000322308E0,8.294777274E-1,-2.184834480E-1,-5.993843079E-1,1.046436747E0
9.005092777E0,7.843876481E-1,-1.929140091E-1,-6.150107384E-1,1.015242831E0
9.009863245E0,8.005353808E-1,-1.720747948E-1,-5.735192299E-1,9.996954226E-1
9.014633766E0,7.777664065E-1,-1.369137764E-1,-6.011676788E-1,9.925061931E-1
9.019404235E0,7.780176401E-1,-1.303019524E-1,-5.668349266E-1,9.713865766E-1
9.024174704E0,9.643555880E-1,-7.206916809E-3,-5.327024460E-1,1.101728431E0
9.028945173E0,9.609078169E-1,8.440685272E-2,-5.534887314E-1,1.112123251E0
9.033715641E0,9.690625668E-1,1.472530365E-1,-5.790081024E-1,1.138427028E0
9.038486110E0,1.093588829E0,2.149319649E-1,-6.093587875E-1,1.270216678E0
9.043256579E0,1.203387141E0,2.637195587E-1,-6.374492645E-1,1.387094150E0
9.048027100E0,1.270418525E0,2.914314270E-1,-6.538605690E-1,1.458228085E0
9.052797568E0,1.311882138E0,3.245115280E-1,-6.730480194E-1,1.509747036E0
9.057568037E0,1.399267197E0,3.226046562E-1,-6.451778412E-1,1.574254395E0
9.062338506E0,1.430123091E0,3.001818657E-1,-6.038155556E-1,1.581124420E0
