"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.003834756E0,1.169915676E0,3.682944775E-1,1.466333389E0,1.911668674E0
3.008605225E0,1.285838842E0,4.714314938E-1,1.448424339E0,1.993379605E0
3.013375693E0,1.425241232E0,5.673657656E-1,1.404888153E0,2.080126728E0
3.018146162E0,1.600349307E0,6.704034805E-1,1.295121193E0,2.165155338E0
3.022916631E0,1.797370195E0,6.851208210E-1,1.147799492E0,2.239949516E0
3.027687100E0,2.019133568E0,6.548272371E-1,9.796142578E-1,2.337807342E0
3.032457568E0,2.196282625E0,6.134841442E-1,8.239383698E-1,2.424643191E0
3.037228089E0,2.259274006E0,5.831280947E-1,7.427787781E-1,2.448688980E0
3.041998558E0,2.279344082E0,5.618546009E-1,6.929597855E-1,2.447709807E0
3.046769027E0,2.265702724E0,5.262672901E-1,6.457023621E-1,2.413979626E0
3.051539495E0,2.191934109E0,4.674746990E-1,6.200017929E-1,2.325405331E0
3.056309964E0,2.067589521E0,4.241839647E-1,6.420354843E-1,2.206143247E0
3.061080433E0,1.907110691E0,3.561258316E-1,6.901597977E-1,2.059178803E0
3.065850902E0,1.713035107E0,2.900003195E-1,7.881536484E-1,1.907819602E0
3.070621423E0,1.523838282E0,2.474044561E-1,9.072437286E-1,1.790637668E0
3.075391891E0,1.284648061E0,1.805151701E-1,1.033066750E0,1.658352579E0
3.080162360E0,1.064880848E0,1.441023350E-1,1.127436638E0,1.557514069E0
3.084932829E0,8.528273106E-1,9.004914761E-2,1.226271629E0,1.496384102E0
3.089703298E0,6.701623201E-1,6.324112415E-2,1.298590660E0,1.462687485E0
3.094473766E0,5.792679787E-1,2.244496346E-2,1.327782631E0,1.448813957E0
3.099244235E0,4.748090506E-1,-6.647348404E-3,1.383308411E0,1.462542300E0
3.104014704E0,4.378069639E-1,-5.555987358E-3,1.441367149E0,1.506401363E0
3.108785173E0,4.583435059E-1,6.085526943E-2,1.552256584E0,1.619655098E0
3.113555641E0,5.697612762E-1,1.323078871E-1,1.653843880E0,1.754232843E0
3.118326162E0,7.460691929E-1,2.107895613E-1,1.676854134E0,1.847401219E0
3.123096631E0,9.588979483E-1,2.315249443E-1,1.669161797E0,1.938863115E0
3.127867100E0,1.199056625E0,1.825885773E-1,1.544738770E0,1.963999299E0
3.132637568E0,1.469117522E0,9.044361115E-2,1.420771599E0,2.045746386E0
3.137408037E0,1.639747977E0,7.487893105E-2,1.270957947E0,2.075985160E0
3.142178506E0,1.758320212E0,2.395486832E-2,1.219563484E0,2.139999742E0
3.146948975E0,1.749943137E0,2.670359612E-2,1.221069336E0,2.134016023E0
3.151719443E0,1.666613579E0,4.540193081E-2,1.249131203E0,2.083264486E0
3.156489964E0,1.419665098E0,6.147086620E-2,1.270228386E0,1.905966372E0
3.161260433E0,1.169151187E0,9.458327293E-2,1.324945450E0,1.769559532E0
3.166030902E0,9.319062233E-1,8.777415752E-2,1.394047737E0,1.679143414E0
3.170801370E0,7.033114433E-1,7.493424416E-2,1.441600800E0,1.605763056E0
3.175571839E0,5.026514530E-1,2.283871174E-2,1.458025932E0,1.542407115E0
3.180342308E0,3.298969269E-1,-1.586151123E-2,1.493548393E0,1.529630796E0
3.185112777E0,1.756118536E-1,-6.524908543E-2,1.567264557E0,1.578421730E0
3.189883245E0,3.516554832E-2,-7.306003571E-2,1.636139870E0,1.638147752E0
3.194653766E0,-5.772554874E-2,-7.806229591E-2,1.748003006E0,1.750697138E0
3.199424235E0,-5.530035496E-2,-6.896555424E-2,1.914827347E0,1.916866752E0
3.204194704E0,-2.919876575E-2,-7.991111279E-2,2.052981377E0,2.054743509E0
3.208965173E0,-3.173470497E-2,-1.019462347E-1,2.152996063E0,2.155641940E0
3.213735641E0,-1.208627224E-2,-1.547539234E-1,2.155170441E0,2.160753221E0
3.218506110E0,5.913412571E-2,-1.908744574E-1,2.081068993E0,2.090640585E0
3.223276579E0,1.581795216E-1,-2.225656509E-1,1.990528107E0,2.009168578E0
3.228047048E0,2.944034338E-1,-2.689361572E-1,1.926593781E0,1.967425636E0
3.232817516E0,4.769916534E-1,-3.012067080E-1,1.846253395E0,1.930517578E0
3.237588037E0,6.890199184E-1,-3.118070364E-1,1.723210335E0,1.881867672E0
3.242358506E0,8.705593348E-1,-3.312491179E-1,1.631533623E0,1.878696755E0
3.247128975E0,9.353717566E-1,-3.277567625E-1,1.556791306E0,1.845519977E0
3.251899443E0,8.784075975E-1,-2.933902740E-1,1.508472443E0,1.770075386E0
3.256669912E0,7.975658178E-1,-2.441421747E-1,1.472132683E0,1.692008059E0
3.261440381E0,6.498088837E-1,-2.031605244E-1,1.416587830E0,1.571701900E0
3.266210850E0,4.926760197E-1,-2.271741629E-1,1.387150764E0,1.489471384E0
3.270981318E0,3.763854504E-1,-2.390698195E-1,1.335899353E0,1.408349199E0
3.275751787E0,2.721459866E-1,-2.457801104E-1,1.324961662E0,1.374770784E0
3.280522308E0,1.392252445E-1,-2.854160070E-1,1.335164070E0,1.372409946E0
3.285292777E0,6.087660789E-3,-2.984169722E-1,1.357004166E0,1.389442354E0
3.290063245E0,-1.154726744E-1,-2.994675636E-1,1.402496338E0,1.438753189E0
3.294833714E0,-1.993330717E-1,-2.867969275E-1,1.457394600E0,1.498661126E0
3.299604183E0,-2.456231117E-1,-2.970449924E-1,1.507491112E0,1.555987112E0
3.304374652E0,-2.234804630E-1,-2.759703398E-1,1.600727081E0,1.639643356E0
3.309145120E0,-2.167142630E-1,-2.556002140E-1,1.689412117E0,1.722326869E0
3.313915589E0,-2.061637640E-1,-2.318429947E-1,1.771260262E0,1.798226233E0
3.318686110E0,-2.060394287E-1,-2.101645470E-1,1.855911255E0,1.879102969E0
3.323456579E0,-2.112504244E-1,-1.649398804E-1,1.895606995E0,1.914460181E0
3.328227048E0,-1.614086628E-1,-1.467880011E-1,1.923783302E0,1.936115097E0
3.332997516E0,-4.884290695E-2,-1.535099745E-1,1.928411484E0,1.935128366E0
3.337767985E0,6.969714165E-2,-1.468780041E-1,1.863981247E0,1.871057703E0
3.342538454E0,2.161633968E-1,-1.530270576E-1,1.773470879E0,1.793137711E0
3.347308923E0,3.094944954E-1,-1.620512009E-1,1.652038574E0,1.688573032E0
3.352079391E0,3.351612091E-1,-1.494766474E-1,1.585723877E0,1.627635253E0
3.356849912E0,3.311328888E-1,-1.122930050E-1,1.476468086E0,1.517305743E0
3.361620381E0,2.970921993E-1,-8.561432362E-2,1.364922523E0,1.399502441E0
3.366390850E0,2.541761398E-1,-5.918717384E-2,1.265417099E0,1.292048399E0
3.371161318E0,1.759564877E-1,-5.626463890E-2,1.165923119E0,1.180467328E0
3.375931787E0,1.364655495E-1,-4.992628098E-2,1.066362381E0,1.076217546E0
3.380702256E0,4.954910278E-2,-6.850337982E-2,9.881982803E-1,9.918082818E-1
3.385472725E0,-4.896664619E-2,-7.836544514E-2,9.552831650E-1,9.597420491E-1
3.390243193E0,-1.735281944E-1,-6.747055054E-2,9.054336548E-1,9.243778517E-1
3.395013662E0,-2.453820705E-1,-7.896971703E-2,8.984537125E-1,9.347019045E-1
3.399784183E0,-3.410805464E-1,-1.106932163E-1,8.817529678E-1,9.518808873E-1
3.404554652E0,-3.672778606E-1,-1.581352949E-1,9.007635117E-1,9.855326998E-1
3.409325120E0,-3.932286501E-1,-2.216933966E-1,9.459095001E-1,1.048103771E0
3.414095589E0,-4.381487370E-1,-2.442649603E-1,1.010051727E0,1.127760692E0
3.418866058E0,-4.567817450E-1,-2.310369015E-1,1.081315041E0,1.196356899E0
3.423636527E0,-4.817999601E-1,-2.402676344E-1,1.116101265E0,1.239169791E0
3.428406995E0,-5.022062063E-1,-2.237486839E-1,1.157876968E0,1.281777524E0
3.433177464E0,-4.990766048E-1,-2.222201824E-1,1.192387581E0,1.311582026E0
3.437947985E0,-5.342465639E-1,-2.024483681E-1,1.184103966E0,1.314726943E0
3.442718454E0,-5.932567120E-1,-1.955976486E-1,1.204625130E0,1.356957505E0
3.447488923E0,-6.332483292E-1,-1.874332428E-1,1.225268364E0,1.391911359E0
3.452259391E0,-6.282612085E-1,-1.687011719E-1,1.269799232E0,1.426731342E0
3.457029860E0,-6.044659615E-1,-1.703525782E-1,1.273883820E0,1.420274299E0
3.461800329E0,-5.522978306E-1,-1.638199091E-1,1.263921738E0,1.389016924E0
3.466570798E0,-5.238972902E-1,-1.419993639E-1,1.225713730E0,1.340524650E0
3.471341266E0,-4.381091595E-1,-1.428399086E-1,1.168897629E0,1.256449180E0
3.476111735E0,-3.689458370E-1,-1.493231058E-1,1.152909279E0,1.219679559E0
3.480882256E0,-3.400459290E-1,-1.635417938E-1,1.144163132E0,1.204776504E0
3.485652725E0,-2.990591526E-1,-1.946195364E-1,1.163948059E0,1.217410459E0
3.490423193E0,-3.197016716E-1,-2.279171944E-1,1.143183708E0,1.208728422E0
3.495193662E0,-3.396861553E-1,-2.537225485E-1,1.131978035E0,1.208774622E0
3.499964131E0,-3.968493938E-1,-2.884986401E-1,1.106448174E0,1.210350556E0
3.504734600E0,-4.622076750E-1,-3.200523853E-1,1.083221436E0,1.220425394E0
3.509505068E0,-5.403066874E-1,-3.601719141E-1,1.052732468E0,1.236891577E0
3.514275537E0,-6.501965523E-1,-3.991900682E-1,1.041160583E0,1.290784114E0
3.519046006E0,-7.847907543E-1,-4.322862625E-1,1.029420853E0,1.364725332E0
3.523816527E0,-9.393342733E-1,-4.429616928E-1,1.012824059E0,1.450646929E0
3.528586995E0,-1.073595285E0,-4.646861553E-1,9.725074768E-1,1.521285921E0
3.533357464E0,-1.197563767E0,-4.429749250E-1,9.704780579E-1,1.603812153E0
3.538127933E0,-1.226181865E0,-4.756369591E-1,9.709243774E-1,1.634761949E0
3.542898402E0,-1.208067179E0,-4.724131823E-1,9.763574600E-1,1.623537623E0
3.547668870E0,-1.210158587E0,-5.073684454E-1,9.844312668E-1,1.640430268E0
3.552439339E0,-1.168090463E0,-4.760524035E-1,9.903974533E-1,1.603729508E0
3.557209808E0,-1.136674523E0,-4.148299694E-1,9.942874908E-1,1.566116372E0
3.561980277E0,-1.120485306E0,-3.478833437E-1,1.005634308E0,1.545254187E0
3.566750798E0,-1.024249196E0,-2.564182281E-1,1.002996445E0,1.456309923E0
3.571521266E0,-8.911941051E-1,-1.811190844E-1,1.026824951E0,1.371641548E0
3.576291735E0,-7.736841440E-1,-1.076239347E-1,1.012808800E0,1.279043287E0
3.581062204E0,-6.380043030E-1,-4.059576988E-2,1.013368607E0,1.198170873E0
3.585832673E0,-5.672360659E-1,3.674554825E-2,9.856243134E-1,1.137788327E0
3.590603141E0,-5.109622478E-1,1.219956875E-1,9.914932251E-1,1.122062468E0
3.595373610E0,-4.216568470E-1,1.796817780E-1,9.571170807E-1,1.061203630E0
3.600144079E0,-3.445665836E-1,2.031354904E-1,9.254741669E-1,1.008212573E0
3.604914600E0,-2.936680317E-1,1.976706982E-1,8.988180161E-1,9.660167927E-1
3.609685068E0,-2.757148743E-1,2.040550709E-1,8.390636444E-1,9.064684017E-1
3.614455537E0,-3.284282684E-1,2.224268913E-1,7.986431122E-1,8.917228662E-1
3.619226006E0,-4.132790565E-1,2.292170525E-1,7.631034851E-1,8.975895302E-1
3.623996475E0,-4.922173023E-1,2.104842663E-1,7.347784042E-1,9.091098957E-1
3.628766943E0,-5.631059408E-1,1.712470055E-1,7.112588882E-1,9.232026016E-1
3.633537412E0,-6.401757002E-1,1.425135136E-1,7.233314514E-1,9.763930649E-1
3.638307881E0,-7.020056248E-1,1.336214542E-1,7.540969849E-1,1.038907529E0
3.643078402E0,-7.606282234E-1,1.063179970E-1,8.176689148E-1,1.121802685E0
3.647848870E0,-7.876048088E-1,8.904504776E-2,8.687314987E-1,1.175986723E0
3.652619339E0,-8.328720331E-1,5.300307274E-2,9.192686081E-1,1.241587662E0
3.657389808E0,-8.725723028E-1,2.899599075E-2,9.408645630E-1,1.283530022E0
3.662160277E0,-8.972635269E-1,1.672983170E-2,9.670238495E-1,1.319278913E0
3.666930745E0,-9.259657860E-1,-2.915072441E-2,9.692621231E-1,1.340795087E0
3.671701214E0,-9.444209337E-1,-1.595687866E-2,9.454421997E-1,1.336430498E0
3.676471683E0,-8.769792318E-1,-1.078867912E-2,9.528245926E-1,1.295022653E0
3.681242152E0,-8.336775303E-1,7.690429688E-3,9.817304611E-1,1.287972075E0
3.686012673E0,-7.928539515E-1,2.039194107E-2,9.512805939E-1,1.238534613E0
3.690783141E0,-7.686456442E-1,6.061887741E-2,9.046583176E-1,1.188653627E0
3.695553610E0,-7.635127306E-1,9.735798836E-2,8.871335983E-1,1.174494057E0
3.700324079E0,-7.753294706E-1,1.187119484E-1,9.080791473E-1,1.199931687E0
3.705094548E0,-8.158286810E-1,1.675629616E-1,9.386987686E-1,1.254914005E0
3.709865016E0,-8.656957150E-1,1.986463070E-1,9.243049622E-1,1.281884975E0
3.714635485E0,-9.248096943E-1,1.718978882E-1,9.150667191E-1,1.312314351E0
3.719405954E0,-9.360243082E-1,1.519105434E-1,9.227695465E-1,1.323148501E0
3.724176423E0,-9.163362980E-1,1.268610954E-1,9.306373596E-1,1.312193524E0
3.728946943E0,-9.227012396E-1,1.134779453E-1,9.148597717E-1,1.304309482E0
3.733717412E0,-9.594979286E-1,1.118099689E-1,8.874254227E-1,1.311739923E0
3.738487881E0,-9.743133783E-1,1.196172237E-1,8.127813339E-1,1.274444324E0
3.743258350E0,-1.000814795E0,1.250395775E-1,7.744178772E-1,1.271608509E0
3.748028818E0,-9.942208529E-1,1.044507027E-1,7.341394424E-1,1.240300679E0
3.752799287E0,-9.288866520E-1,8.181047440E-2,6.872549057E-1,1.158379330E0
3.757569756E0,-8.861228228E-1,5.485415459E-2,6.622991562E-1,1.107638392E0
3.762340225E0,-8.419860601E-1,4.966998100E-2,6.092662811E-1,1.040486921E0
3.767110693E0,-8.463717699E-1,5.650281906E-2,6.257123947E-1,1.054065341E0
3.771881214E0,-8.537201881E-1,6.326270103E-2,6.209115982E-1,1.057530870E0
3.776651683E0,-8.781534433E-1,6.514263153E-2,6.496162415E-1,1.094256960E0
3.781422152E0,-8.693449497E-1,6.918573380E-2,6.782770157E-1,1.104810851E0
3.786192620E0,-8.224613667E-1,6.101369858E-2,6.949844360E-1,1.078503008E0
3.790963089E0,-7.588446140E-1,8.099937439E-2,7.543573380E-1,1.073061527E0
3.795733558E0,-7.257306576E-1,6.713747978E-2,7.966594696E-1,1.079749387E0
3.800504027E0,-6.866902113E-1,4.097723961E-2,8.314161301E-1,1.079108596E0
3.805274495E0,-6.721466780E-1,7.412433624E-3,8.277187347E-1,1.066280641E0
3.810044964E0,-6.626319885E-1,-7.390975952E-3,8.522663116E-1,1.079580310E0
3.814815485E0,-7.054660320E-1,-2.717161179E-2,8.335695267E-1,1.092363847E0
3.819585954E0,-7.905997038E-1,-6.606745720E-2,7.909336090E-1,1.120262815E0
3.824356423E0,-8.535404205E-1,-1.521286964E-1,7.386941910E-1,1.139009876E0
3.829126891E0,-9.564327002E-1,-2.326683998E-1,6.034135818E-1,1.154558810E0
3.833897360E0,-1.018617272E0,-3.217978477E-1,5.305595398E-1,1.192739883E0
3.838667829E0,-1.135801911E0,-4.146680832E-1,4.437808990E-1,1.287997317E0
3.843438298E0,-1.258528948E0,-4.781064987E-1,3.956212997E-1,1.403209589E0
3.848208766E0,-1.366127968E0,-5.431513786E-1,3.787889481E-1,1.518156814E0
3.852979235E0,-1.447197914E0,-5.979356766E-1,2.127580643E-1,1.580245193E0
3.857749756E0,-1.647360802E0,-6.166205406E-1,3.094882965E-1,1.786001542E0
3.862520225E0,-1.712363839E0,-6.234638691E-1,2.683629990E-1,1.841986920E0
3.867290693E0,-1.678881049E0,-6.472656727E-1,2.092409134E-1,1.811456924E0
3.872061162E0,-1.647159457E0,-6.404297352E-1,1.834650040E-1,1.776779089E0
3.876831631E0,-1.640792370E0,-6.295595169E-1,1.823291779E-1,1.766858431E0
3.881602100E0,-1.585465431E0,-6.005027294E-1,1.723794937E-1,1.704118203E0
3.886372568E0,-1.459379435E0,-5.556612015E-1,1.822338104E-1,1.572182199E0
3.891143037E0,-1.333936095E0,-5.429527760E-1,1.783809662E-1,1.451207426E0
3.895913558E0,-1.230145812E0,-5.409548283E-1,1.751346588E-1,1.355198507E0
3.900684027E0,-1.190438986E0,-5.447123051E-1,1.627655029E-1,1.319222909E0
3.905454495E0,-1.128085494E0,-5.565555096E-1,1.148633957E-1,1.263140735E0
3.910224964E0,-1.116748095E0,-5.715863705E-1,6.958389282E-2,1.256455015E0
3.914995433E0,-1.101062298E0,-6.039896011E-1,-2.815914154E-2,1.256158652E0
3.919765902E0,-1.193373442E0,-6.463708878E-1,-1.114521027E-1,1.361747799E0
3.924536370E0,-1.145233512E0,-7.463703156E-1,-1.516342163E-1,1.375362272E0
3.929306839E0,-1.023307562E0,-8.415017128E-1,-2.636671066E-1,1.350853005E0
3.934077308E0,-1.047589064E0,-9.028573036E-1,-4.236488342E-1,1.446399838E0
3.938847829E0,-1.213789105E0,-9.064269066E-1,-4.593734741E-1,1.583009071E0
3.943618298E0,-1.355334282E0,-8.976461887E-1,-4.592580795E-1,1.689265426E0
3.948388766E0,-1.398570061E0,-8.884673119E-1,-4.806299210E-1,1.725218102E0
3.953159235E0,-1.429791451E0,-9.099764824E-1,-5.353813171E-1,1.777355886E0
3.957929704E0,-1.425029993E0,-9.837696552E-1,-5.923662186E-1,1.830139599E0
3.962700173E0,-1.350873947E0,-1.042969942E0,-6.156864166E-1,1.814308817E0
3.967470641E0,-1.310310602E0,-1.087757349E0,-6.291809082E-1,1.815488513E0
3.972241110E0,-1.308277130E0,-1.149262428E0,-6.806030273E-1,1.869656027E0
3.977011579E0,-1.323312759E0,-1.189264536E0,-7.435779572E-1,1.928319210E0
3.981782100E0,-1.358136892E0,-1.205433846E0,-7.343645096E-1,1.958800094E0
3.986552568E0,-1.391581774E0,-1.231359243E0,-6.887893677E-1,1.981710426E0
3.991323037E0,-1.411877155E0,-1.233574152E0,-6.164207458E-1,1.973594899E0
3.996093506E0,-1.457226157E0,-1.226453304E0,-6.009435654E-1,1.997205285E0
4.000863975E0,-1.479526043E0,-1.212338448E0,-5.850133896E-1,2.000250607E0
4.005634443E0,-1.404089212E0,-1.215234518E0,-5.973682404E-1,1.950669184E0
4.010404912E0,-1.292624712E0,-1.258963585E0,-6.404819489E-1,1.914702348E0
4.015175381E0,-1.266843200E0,-1.310021639E0,-6.354818344E-1,1.929996256E0
4.019945902E0,-1.223834038E0,-1.308686972E0,-6.302089691E-1,1.899366917E0
4.024716370E0,-1.187409639E0,-1.321944237E0,-5.912122726E-1,1.872701302E0
4.029486839E0,-1.166831732E0,-1.354525566E0,-6.094036102E-1,1.888811415E0
4.034257308E0,-1.156812429E0,-1.358549833E0,-6.370220184E-1,1.894642367E0
4.039027777E0,-1.075806379E0,-1.336410522E0,-7.290706635E-1,1.864107423E0
4.043798245E0,-1.088725328E0,-1.335778713E0,-7.660655975E-1,1.885864288E0
4.048568714E0,-1.061632395E0,-1.330196619E0,-8.198356628E-1,1.889078321E0
4.053339183E0,-9.322041273E-1,-1.336235046E0,-9.119882584E-1,1.867150561E0
4.058109652E0,-8.555328846E-1,-1.348902225E0,-1.073700905E0,1.924657726E0
4.062880120E0,-8.392467499E-1,-1.355969906E0,-1.245205402E0,2.023246398E0
4.067650641E0,-8.628361225E-1,-1.350217104E0,-1.325984478E0,2.079857504E0
4.072421110E0,-8.818178177E-1,-1.367382050E0,-1.404511929E0,2.149416221E0
4.077191579E0,-8.731054068E-1,-1.369037390E0,-1.466447353E0,2.187931504E0
4.081962048E0,-9.019598961E-1,-1.321831465E0,-1.490178108E0,2.186641459E0
4.086732516E0,-9.547842145E-1,-1.304710388E0,-1.451764584E0,2.172901861E0
4.091502985E0,-9.961825609E-1,-1.262869358E0,-1.382198811E0,2.120776335E0
4.096273454E0,-9.737143517E-1,-1.263508320E0,-1.336345673E0,2.080959555E0
4.101043923E0,-9.012398720E-1,-1.263837337E0,-1.311710835E0,2.032265592E0
4.105814443E0,-7.493776083E-1,-1.244938374E0,-1.262854099E0,1.925159430E0
4.110584912E0,-6.035296321E-1,-1.197517872E0,-1.170634747E0,1.780079431E0
4.115355381E0,-4.917322397E-1,-1.109920502E0,-1.025467396E0,1.589121611E0
4.120125850E0,-4.158000350E-1,-1.013442516E0,-9.014492035E-1,1.418649382E0
4.124896318E0,-3.466247320E-1,-9.561996460E-1,-8.199014664E-1,1.306409156E0
4.129666787E0,-2.379423976E-1,-9.500780106E-1,-8.214912415E-1,1.278324165E0
4.134437256E0,-1.440805793E-1,-9.400272369E-1,-8.918523788E-1,1.303768033E0
4.139207725E0,-8.639270067E-2,-9.785504341E-1,-9.401259422E-1,1.359728443E0
4.143978193E0,-3.650730848E-2,-1.022365093E0,-9.831352234E-1,1.418843908E0
4.148748662E0,1.965785027E-2,-1.076086998E0,-1.042445660E0,1.498346626E0
4.153519183E0,5.568057299E-2,-1.132216930E0,-1.185135841E0,1.639988557E0
4.158289652E0,4.263228178E-2,-1.190388680E0,-1.396965504E0,1.835852755E0
4.163060120E0,2.076268196E-2,-1.247873783E0,-1.594383240E0,2.024766155E0
4.167830589E0,-1.036667824E-2,-1.280456543E0,-1.801484108E0,2.210208456E0
4.172601058E0,-3.925657272E-2,-1.266341209E0,-1.958700180E0,2.332738205E0
4.177371527E0,-6.403881311E-2,-1.281718254E0,-2.063919544E0,2.430363458E0
4.182141995E0,-1.447565556E-1,-1.259490013E0,-2.155551910E0,2.500734610E0
4.186912464E0,-2.168743014E-1,-1.242440224E0,-2.233847141E0,2.565300221E0
4.191682933E0,-2.491436005E-1,-1.235176086E0,-2.318116665E0,2.638446014E0
4.196453454E0,-2.559722662E-1,-1.227917671E0,-2.360744476E0,2.673278528E0
4.201223923E0,-2.852019370E-1,-1.213432312E0,-2.373818398E0,2.681188525E0
4.205994391E0,-3.080306947E-1,-1.191675186E0,-2.347896576E0,2.650960390E0
4.210764860E0,-2.953978479E-1,-1.169857502E0,-2.326083660E0,2.620399141E0
4.215535329E0,-2.445406914E-1,-1.176790237E0,-2.291610718E0,2.587685277E0
4.220305798E0,-2.174773812E-1,-1.186276913E0,-2.206190109E0,2.514323790E0
4.225076266E0,-1.736363471E-1,-1.208145618E0,-2.100759029E0,2.429599538E0
4.229846735E0,-1.755281389E-1,-1.242711067E0,-1.970300198E0,2.336070160E0
4.234617204E0,-1.849513948E-1,-1.290271759E0,-1.850458622E0,2.263449876E0
4.239387725E0,-2.163005769E-1,-1.332078457E0,-1.719424248E0,2.185781027E0
4.244158193E0,-2.481009662E-1,-1.365986824E0,-1.629608631E0,2.140817223E0
4.248928662E0,-2.253233492E-1,-1.423410416E0,-1.544869423E0,2.112697176E0
4.253699131E0,-2.125364244E-1,-1.473490238E0,-1.455462456E0,2.081998121E0
4.258469600E0,-2.096568048E-1,-1.545033932E0,-1.373260975E0,2.077722679E0
4.263240068E0,-1.759802997E-1,-1.566416264E0,-1.283847809E0,2.032952083E0
4.268010537E0,-1.760496497E-1,-1.559225559E0,-1.184831619E0,1.966215601E0
4.272781006E0,-1.118009388E-1,-1.545077324E0,-1.104850769E0,1.902750275E0
4.277551527E0,-5.223181844E-2,-1.509524822E0,-1.067889214E0,1.849805591E0
4.282321995E0,7.710078359E-2,-1.483553886E0,-1.059653759E0,1.824758273E0
4.287092464E0,1.832142472E-1,-1.471826553E0,-1.063471317E0,1.825051261E0
4.291862933E0,3.428090215E-1,-1.431108952E0,-1.065145969E0,1.816625111E0
4.296633402E0,4.291073382E-1,-1.421097279E0,-1.098197937E0,1.846534400E0
4.301403870E0,4.995029569E-1,-1.429626465E0,-1.145985603E0,1.899109801E0
4.306174339E0,5.441656113E-1,-1.446971893E0,-1.189466476E0,1.950557451E0
4.310944808E0,5.461468697E-1,-1.513828754E0,-1.209455967E0,2.013141236E0
4.315715277E0,5.410364866E-1,-1.517788410E0,-1.253785610E0,2.041661209E0
4.320485745E0,4.879392087E-1,-1.614317894E0,-1.279363155E0,2.116808215E0
4.325256266E0,4.032041132E-1,-1.707815647E0,-1.286118984E0,2.175617127E0
4.330026735E0,2.841750383E-1,-1.760160446E0,-1.276379108E0,2.192729777E0
4.334797204E0,1.666417718E-1,-1.800238132E0,-1.233315468E0,2.188536922E0
4.339567673E0,6.239368021E-2,-1.844785690E0,-1.173708916E0,2.187400245E0
4.344338141E0,-4.766257107E-2,-1.886808872E0,-1.121347904E0,2.195390754E0
4.349108610E0,-9.175270051E-2,-1.923871994E0,-1.059541225E0,2.198256040E0
4.353879079E0,-9.134095907E-2,-1.913033485E0,-9.739155769E-1,2.148616261E0
4.358649548E0,-1.030715555E-2,-1.897395134E0,-8.692693710E-1,2.087065828E0
4.363420068E0,9.908326715E-2,-1.843414307E0,-8.365197182E-1,2.026760726E0
4.368190537E0,2.516925931E-1,-1.798917770E0,-8.015117645E-1,1.985415678E0
4.372961006E0,4.239900112E-1,-1.716033936E0,-8.144822121E-1,1.946258275E0
4.377731475E0,6.185823679E-1,-1.656883717E0,-8.108959198E-1,1.945625860E0
4.382501943E0,8.332013488E-1,-1.583020687E0,-8.625993729E-1,1.986015272E0
4.387272412E0,1.070276380E0,-1.511080265E0,-9.385356903E-1,2.075982740E0
4.392042881E0,1.250969291E0,-1.450438499E0,-1.034029007E0,2.176674526E0
4.396813350E0,1.358434081E0,-1.413007736E0,-1.168182850E0,2.281794291E0
4.401583818E0,1.358991623E0,-1.386761189E0,-1.240605354E0,2.304141157E0
4.406354287E0,1.297631741E0,-1.383727074E0,-1.291927814E0,2.295130982E0
4.411124808E0,1.202626228E0,-1.413619518E0,-1.319646835E0,2.277300542E0
4.415895277E0,1.100111127E0,-1.419107437E0,-1.361980438E0,2.253686119E0
4.420665745E0,1.040157914E0,-1.450595856E0,-1.418770790E0,2.280146350E0
4.425436214E0,9.651566744E-1,-1.469832897E0,-1.461313248E0,2.286344803E0
4.430206683E0,9.177415371E-1,-1.543822765E0,-1.520651340E0,2.353299547E0
4.434977152E0,8.638856411E-1,-1.550519943E0,-1.539499760E0,2.349568047E0
4.439747620E0,8.196327090E-1,-1.556879520E0,-1.517971516E0,2.323770458E0
4.444518089E0,7.774105072E-1,-1.527024269E0,-1.441817760E0,2.239421503E0
4.449288558E0,8.327707648E-1,-1.444123268E0,-1.385316849E0,2.167510538E0
4.454059079E0,9.622789621E-1,-1.379782200E0,-1.358111382E0,2.162000519E0
4.458829548E0,1.118896961E0,-1.269367218E0,-1.317190647E0,2.144344829E0
4.463600016E0,1.324857473E0,-1.175010204E0,-1.264986515E0,2.176255313E0
4.468370485E0,1.530776501E0,-1.075143814E0,-1.249310970E0,2.249441890E0
4.473140954E0,1.739754677E0,-1.048651218E0,-1.212728977E0,2.365824864E0
4.477911423E0,1.914131761E0,-9.855446815E-1,-1.167164803E0,2.448973743E0
4.482681891E0,2.035252333E0,-9.647512436E-1,-1.141274929E0,2.524976333E0
4.487452360E0,2.089228153E0,-9.623389244E-1,-1.156507015E0,2.574583259E0
4.492222829E0,2.073782206E0,-9.974250793E-1,-1.205609798E0,2.597869206E0
4.496993350E0,1.974179268E0,-1.031800270E0,-1.231128216E0,2.545127160E0
4.501763818E0,1.755591512E0,-1.036680222E0,-1.202916145E0,2.367237777E0
4.506534287E0,1.529385567E0,-1.055354595E0,-1.149083138E0,2.184762136E0
4.511304756E0,1.332816720E0,-1.078399658E0,-1.076846600E0,2.024585101E0
4.516075225E0,1.177195072E0,-1.089324474E0,-1.059813023E0,1.922399462E0
4.520845693E0,1.107358456E0,-1.140514374E0,-1.073733330E0,1.918311510E0
